NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
대방동,11590660,dong,동작구,대방동,19259.66667,20983,7032,3241.333333,2876.333333,3101.666667,735,2845.333333,4867,6335.333333,5907.666667,7427,5722.333333,3813.666667,2309.666667,895.3333333,39056.81096,9666.833346,39,7.7,2,109425
신대방1동,11590670,dong,동작구,신대방1동,11877,12667,3671,1977.666667,1772.666667,1929,456,1956,2780.333333,3252.333333,3509.333333,4511,3777.666667,2598.333333,1535,533.6666667,22216.27401,2734.867194,9,11.1,1,132295
신대방2동,11590680,dong,동작구,신대방2동,9948,10563.33333,4251.333333,1753,1468,1402.666667,375.3333333,1806.333333,1935.333333,3108.666667,3563,3518,2733.333333,1986,1366.666667,426,21459.35988,29785.67196,31,0,0,132805
관악구,11620,gu,관악구,계,253772.3333,250201.3333,153101.3333,49739.33333,32654,26067.33333,6377.666667,28966.66667,34143.33333,101034.6667,92358,75045.33333,71020,55673.66667,34019.66667,10052.66667,500136.7597,66702.0776,475,3.2,4,124404
보라매동,11620525,dong,관악구,보라매동,12456.33333,12843,5932,2737.666667,1852.666667,1418.333333,349.3333333,1636.666667,1777.666667,4216.666667,4511.333333,3747.333333,3750,3137,1891.333333,551,24716.94703,5481.403108,16,0,0,99420
청림동,11620545,dong,관악구,청림동,8158.666667,8397.666667,2000.333333,1633,1435,1166.333333,256.3333333,1662.333333,1314,1981,2996.666667,2731.666667,2379.666667,1791,1187.333333,437,16347.27071,675.3285847,7,0,0,80453
성현동,11620565,dong,관악구,성현동,16218,17024.33333,3796,2950,2487.666667,2426,572.6666667,2610.333333,3481.666667,4082.333333,4748,6032.666667,5003.333333,3851.666667,2518.666667,779.6666667,33206.97215,1700.916442,10,0,0,132174
행운동,11620575,dong,관악구,행운동,14579.66667,15305.33333,10724.66667,2932.666667,1764.333333,1333.333333,337.3333333,1535.333333,1597.666667,7074,6326,3907.666667,3768,3177.666667,1867.666667,538,29035.5492,3692.387609,33,6.1,0,105537
낙성대동,11620585,dong,관악구,낙성대동,8588.333333,8569,7670.666667,1439.666667,843.6666667,636,170,937.6666667,992.3333333,4976,3649.666667,2213.666667,1759.666667,1377.666667,921.3333333,284,15926.02479,11189.03343,23,0,0,151355
청룡동,11620595,dong,관악구,청룡동,13769.33333,14488.33333,15021.66667,2894.333333,1677.666667,1328,334,1170.666667,1637.666667,8065.333333,5417.333333,3623,3258.666667,2775.666667,1776,457.3333333,27274.60032,7719.414199,46,8.7,1,143819
은천동,11620605,dong,관악구,은천동,17450,17817.66667,6874.333333,3481,2603,2271,545.3333333,2837.666667,2831.333333,5137.666667,6169.333333,5722.666667,5097.666667,4138.333333,2518.666667,710,37206.80971,3785.982029,24,0,0,124978
중앙동,11620615,dong,관악구,중앙동,7306,7865,6302.666667,1556,828.3333333,633,150,544.6666667,831.6666667,3911,2935,1924,1998.666667,1602,1072.333333,305.6666667,15247.15944,2033.359644,21,0,1,125894
인헌동,11620625,dong,관악구,인헌동,13443,13874.33333,7834.333333,2699.666667,1778.333333,1422,354.3333333,1619.333333,1949.333333,5553,5430.333333,4096.666667,3634.666667,2728.666667,1726.666667,492.3333333,41806.76579,3767.965641,20,5,1,128995
남현동,11620630,dong,관악구,남현동,9032.333333,9827.333333,4788.666667,1922,1339.666667,1027,263.3333333,1305.333333,1033.666667,3862,4008,2509.666667,2640,2010,1125.333333,310.3333333,14559.19844,3064.849631,22,9.1,0,126785
서원동,11620645,dong,관악구,서원동,11712,11224.66667,8866.333333,2549.666667,1381.666667,859.3333333,220,921.6666667,1062.333333,5734,4798.333333,3053.333333,3079.333333,2354,1506,369.6666667,23371.84335,3971.665966,26,3.8,0,171781
신원동,11620655,dong,관악구,신원동,9346.333333,9402.333333,6279.333333,2109,1160,806.3333333,170,852.3333333,1103.333333,3968,3486.333333,2627,2590.666667,2170.333333,1472.333333,402,18679.0563,1037.669705,10,0,0,134091
서림동,11620665,dong,관악구,서림동,13585.66667,10905.33333,9163,2254.333333,1345.333333,1014.666667,264,1138.333333,1335.666667,5791.333333,5037.666667,3392,3180.666667,2604,1504,424.6666667,25188.30413,1607.678257,23,8.7,0,92786
신사동,11620685,dong,관악구,신사동,11609.33333,11548.66667,8357.666667,2308.333333,1397.333333,1046.333333,228.6666667,1097,1493,4956,4258.333333,3496.666667,3410,2456.666667,1485.666667,439.6666667,24333.29448,2153.760791,28,0,0,119641
신림동,11620695,dong,관악구,신림동,10405.33333,10229.33333,13807,1912.333333,648.6666667,372,90,515.3333333,592,7345.333333,5481.666667,2347.333333,1769.333333,1404,883.3333333,245.3333333,21395.09047,2739.005567,45,0,1,157747
난향동,11620715,dong,관악구,난향동,8298,8388.666667,1938.333333,1528.666667,1312.333333,1244.333333,314,1559.666667,1602,1827,2344.666667,3292,2502.666667,1993,1129.666667,362,17100.19886,1403.838701,4,0,0,104132
조원동,11620725,dong,관악구,조원동,9103.666667,8764.333333,6541.666667,1827,985,788.6666667,177.3333333,893.6666667,1032.666667,3608.333333,3470.333333,2539.666667,2613.666667,2091,1171,387,17864.77752,4032.922189,24,4.2,0,97006
대학동,11620735,dong,관악구,대학동,14224,9422.666667,11744,1810.666667,1118.333333,842.3333333,194,920.3333333,1135.666667,6390.666667,4742.333333,3684.666667,3050.333333,2072.666667,1203.333333,394.3333333,24186.70911,2293.16128,42,0,0,119927
삼성동,11620745,dong,관악구,삼성동,13377,13172,4697.333333,2779.333333,1875,1543.333333,422.6666667,1273,2120.333333,3365.333333,3313.333333,4224.666667,4834,3863.333333,2542,869,27709.03894,1110.496338,7,0,0,71317
미성동,11620765,dong,관악구,미성동,16181.66667,16620.66667,5541.666667,3213,2569,2137.333333,562.6666667,2146,2779,4931.666667,5058,5219,5378.666667,4360.333333,2234.666667,590,33167.65292,3161.58784,22,9.1,0,99183
난곡동,11620775,dong,관악구,난곡동,14927.66667,14510.66667,5219.666667,3201,2251,1751.666667,401.6666667,1789.333333,2440.333333,4258,4175.333333,4660,5320.333333,3714.666667,2282.333333,703.6666667,29206.73444,1101.421774,22,0,0,150931
서초구,11650,gu,서초구,계,211256.3333,229877.6667,58520,34621.33333,34129.33333,34884.66667,8467.666667,39110.33333,47956,58163.33333,71352.33333,81801.33333,62732,45283.33333,24649.33333,8336.333333,434950.5791,481869.5697,567,3.7,17,141554
서초1동,11650510,dong,서초구,서초1동,10221.33333,10920.33333,3897.333333,1761,1572.666667,1514.666667,410,1743.333333,1948,3003,3833.333333,3812.333333,2873.666667,2277.333333,1149,403.3333333,21841.88952,40270.34218,38,0,1,159102
서초2동,11650520,dong,서초구,서초2동,7997.333333,8844.666667,3797,1505.666667,1437.333333,1341,298,1439.666667,1668,2360.666667,3364,3110.666667,2177.666667,1576,811.3333333,264.3333333,16596.06476,59861.38748,45,0,1,140171
서초3동,11650530,dong,서초구,서초3동,14823.33333,15328.66667,5838.666667,2677.333333,2274.333333,2084.666667,567.3333333,1840,2879.333333,4823,4761,4932.666667,4843,3419,1906.666667,621.3333333,29046.49522,73017.38996,89,3.4,0,138810
서초4동,11650531,dong,서초구,서초4동,15129.66667,16126.66667,2340,1945.333333,2590.333333,3316.333333,649,3183.333333,4305.666667,3570.333333,4124,6536,4249,2958.333333,1659.333333,560.3333333,29022.64463,25208.65004,37,5.4,0,198020
잠원동,11650540,dong,서초구,잠원동,16510,18239.66667,4700.333333,2637.333333,2968,3028,557,2980.666667,4144.666667,4375.666667,5745.666667,7138.666667,5011,3055.666667,1524.666667,623.6666667,33373.25731,19384.713,38,2.6,1,136538
반포본동,11650550,dong,서초구,반포본동,6013.333333,6718.666667,757,810.3333333,976,1251,251.6666667,778,2356.666667,1396.333333,998,3033,1813.333333,1095.333333,951.3333333,270.3333333,8635.29194,1015.239421,7,14.3,1,119234
반포1동,11650560,dong,서초구,반포1동,13637.66667,14766.66667,6355,2225.333333,2365,2632.666667,624.6666667,2716.666667,2900.333333,4040.333333,5391,5761.666667,3483,2472,1180.666667,351.3333333,28515.34508,7783.726734,30,3.3,2,161517
반포2동,11650570,dong,서초구,반포2동,11610,12655,680.3333333,828,1306.333333,1714.666667,468,2758.333333,3714,2445.666667,2973.666667,5339.666667,3084.666667,2147,1320,377.3333333,26293.90724,2291.045666,9,0,1,450540
반포3동,11650580,dong,서초구,반포3동,8886.333333,9766,1294.666667,1381.333333,1856.333333,1987.666667,417.3333333,1774.333333,2651.666667,2064.666667,2452.666667,4088.333333,2593,1631.333333,933,388,18129.64668,8107.098118,8,0,0,195925
반포4동,11650581,dong,서초구,반포4동,9438.333333,10473.33333,1868.666667,1493.666667,1784.666667,1612.333333,404,1868.333333,2279.666667,2491,3112.666667,3685.333333,2838.333333,2166.333333,1008.666667,381.6666667,20061.33453,31903.22774,42,2.4,1,223274
방배본동,11650590,dong,서초구,방배본동,10008.66667,11459.66667,2154,1552,1684.666667,1906.666667,472.3333333,1710,2954.666667,2735.666667,2797,4228,3229,2015,1165.666667,538,21975.61127,7577.79699,26,7.7,0,113316
방배1동,11650600,dong,서초구,방배1동,8095.333333,9103,2933,1762,1377.333333,1200,297,1259,1447.333333,2603,3260,2819,2397.666667,1893,1110.333333,339.6666667,17127.95585,11081.0674,18,0,0,146013
방배2동,11650610,dong,서초구,방배2동,12786.33333,14053,3092.666667,2090.333333,1647.333333,1462.333333,371.6666667,1674,2256.333333,4114,4292,4099,4374.666667,3470,1929.333333,519.3333333,27517.13313,13777.84906,25,8,1,121072
방배3동,11650620,dong,서초구,방배3동,10718,11556,2243.666667,1881.666667,1879.333333,1849.666667,414.3333333,1451,2194,3174.666667,3140.666667,3517,3793.666667,2926.666667,1489.333333,478,23188.44906,9544.848449,17,5.9,0,183670
방배4동,11650621,dong,서초구,방배4동,11958.66667,14104.66667,3419,2024,1793.666667,1886,454.6666667,1986.666667,3069.333333,3602.333333,4233,4793.333333,3700,2466.333333,1610,514.3333333,26777.9816,12459.84145,25,4,0,129396
양재1동,11650651,dong,서초구,양재1동,22424.33333,24391,6014.333333,4004.333333,3455,3341.666667,1075.666667,5526.333333,4188,5725,8303.666667,8009.666667,6347.333333,5119,2508.666667,914,48227.16791,34931.92001,49,10.2,1,128771
양재2동,11650652,dong,서초구,양재2동,11828.33333,11765.33333,4994.666667,2219.666667,1610.666667,1444,392,1843,1775.333333,3540.666667,5079,4107,3397.333333,2321,1112,341.6666667,23537.77341,124576.1515,53,1.9,1,96567
내곡동,11650660,dong,서초구,내곡동,9169.333333,9605.333333,2139.666667,1822,1550.333333,1311.333333,343,2577.666667,1223,2097.333333,3491,2790,2525.666667,2274,1279.333333,449.6666667,18351.84611,5996.480857,11,0,1,101799
강남구,11680,gu,강남구,계,265550.3333,288906.3333,92479.66667,43917.66667,41472,42877.33333,9742,41157.66667,62513,78662.33333,91122,102039.6667,80695,56504,29573.66667,10020.33333,576982.7311,816815.8278,994,4.3,26,172542
신사동,11680510,dong,강남구,신사동,8259,9559,2898.333333,1538.666667,1307,1215,317.6666667,1179.666667,1857.333333,2536,2809.333333,3318.333333,2415.666667,1814.333333,1323,480.6666667,19441.93244,25733.24951,52,5.8,1,170703
논현1동,11680521,dong,강남구,논현1동,10938,12676,9553.666667,2480,1206,809,245.6666667,912,1034.333333,4700.333333,6322.333333,3795.333333,2892,2252.666667,1220.333333,395,23541.17089,43269.59489,83,4.8,2,147847
논현2동,11680531,dong,강남구,논현2동,10400,11791.66667,6273.333333,2065,1551,1169,259.6666667,1426,1464.666667,3493.333333,5035.666667,3821.666667,2839.333333,2294.333333,1303,414.6666667,22416.61911,65856.69963,78,3.8,2,146640
압구정동,11680545,dong,강남구,압구정동,12914.33333,15006.33333,2966.666667,2408.333333,2399.333333,2213.333333,524.3333333,2537,2990.666667,3270.333333,4010.666667,5208.333333,3699.666667,3125,2166.666667,758.6666667,28330.39594,33976.60401,57,3.5,0,207464
청담동,11680565,dong,강남구,청담동,14085.66667,15843.66667,4770,2435.666667,2376.333333,2200.666667,549.3333333,2500,2777,4234.333333,5087.666667,5308,4415,3174,1747,546.6666667,29055.78757,43498.6772,58,3.4,1,185754
삼성1동,11680580,dong,강남구,삼성1동,7396.333333,7444.666667,2082,1217.333333,1186.333333,1100.333333,293.3333333,1058.666667,1503.333333,2190.666667,2341.666667,2492,2363.333333,1669.666667,909.3333333,245.3333333,14987.11928,95490.51104,57,0,3,204428
삼성2동,11680590,dong,강남구,삼성2동,13955.33333,15367,5926,2309,2259.666667,2358.666667,489,2583.666667,3426,3797.333333,5462.333333,6302,3589.333333,2293.666667,1406.666667,384,29633.09641,57134.6371,57,3.5,4,163184
대치1동,11680600,dong,강남구,대치1동,12672,12648.33333,568.3333333,911.6666667,1948,3130.333333,667.6666667,2074,5600,2758,1931,6238.333333,3622.666667,1832,922.6666667,277,24481.4712,3574.930161,24,4.2,0,278870
대치2동,11680610,dong,강남구,대치2동,21014,20267.33333,2453.333333,2019.666667,3218.666667,4238,828.3333333,2139,7162.333333,6025.666667,3881.666667,8237.333333,7322.333333,4029,1790,548.6666667,40935.96722,63438.32182,49,2,2,183017
대치4동,11680630,dong,강남구,대치4동,9809.666667,10999,5320.666667,1686.333333,1361.333333,1396,295,861,2783.666667,3534,3624.333333,4378.666667,2976,1460.333333,898,253.6666667,21145.53598,28394.73666,68,4.4,0,190759
역삼1동,11680640,dong,강남구,역삼1동,17149.33333,18448.66667,16914.66667,3494,1684,1173.333333,310.3333333,1346.333333,1569.666667,7291.666667,10378,5764,4217.333333,2919.333333,1576.666667,440.3333333,34500.48642,186377.7035,193,6.7,2,169894
역삼2동,11680650,dong,강남구,역삼2동,17351.66667,19415.66667,6490,2308,2800.333333,3206.333333,640.3333333,3381,5338.666667,4501,5900.666667,8472.333333,4400.333333,2590.333333,1611.333333,470.3333333,37193.70022,48396.5851,55,5.5,0,196889
도곡1동,11680655,dong,강남구,도곡1동,10750.66667,11934.66667,2543,1587.333333,1860.333333,2066.666667,404.6666667,1964.666667,2464,3349.333333,3553.666667,3974,3477,2340.333333,1086.333333,390,22876.51181,22799.71487,27,0,1,168905
도곡2동,11680656,dong,강남구,도곡2동,16131.33333,18629.33333,2149,2308.333333,2992.333333,3467,716,3044.333333,4983.333333,4395,4230,6792.333333,5362,3484.666667,1743,578.6666667,34435.22212,18923.16197,25,4,2,168648
개포1동,11680660,dong,강남구,개포1동,9343.666667,10051.33333,841,608,529.6666667,576,143,896,1712,3181.666667,2565.333333,2622.333333,3809,2946.666667,1180.333333,384,24590.08425,2003.385135,2,0,0, 
개포2동,11680670,dong,강남구,개포2동,6918.666667,7286.666667,1649.666667,1683.666667,2031,2168,380,834.3333333,1908.666667,2044,1590.666667,2460.666667,2649,1772.333333,659.3333333,232,15894.92652,2287.688895,12,8.3,3,172021
개포4동,11680690,dong,강남구,개포4동,9069.333333,9367,2952.666667,1577.333333,1457.666667,1350.333333,328,1232,1906.666667,2773.333333,3009,3304,3045,1949,884,263,17354.79673,9259.963022,29,6.9,0,79235
세곡동,11680700,dong,강남구,세곡동,21361,23385,5875,3898,3267.333333,3323.666667,1120,5751,4339.333333,5394.666667,7912.666667,7445.666667,5894,4355.666667,2348.333333,1109,48673.52168,4719.215832,22,4.5,0,149157
일원본동,11680720,dong,강남구,일원본동,12256,12676,1464.333333,1493.333333,2029,2575,494.6666667,2494.666667,3662.666667,2797.666667,3314.333333,5001,3721.333333,2546.333333,883,429.3333333,27108.0276,7999.267706,10,0,1,206664
일원1동,11680730,dong,강남구,일원1동,8318,8639,3174.666667,1779.333333,1264.333333,969.3333333,275,981.6666667,1486,2538.333333,2609.666667,2444.333333,2797.666667,2340.333333,1216.333333,453.6666667,16336.7824,3535.818578,11,0,0,138772
일원2동,11680740,dong,강남구,일원2동,7825,8478.666667,2221.333333,1779.666667,1530,1476.666667,276,1167.666667,1724,1840.333333,2637,2846.333333,2417.333333,2144,1114.666667,350.6666667,19538.7921,16059.60661,7,0,1,161289
수서동,11680750,dong,강남구,수서동,7631.333333,8991.333333,3392,2329,1212.333333,694.6666667,184,793,818.6666667,2015.333333,2914.333333,1812.666667,2769.666667,3170,1583.666667,615,14712.99623,10659.11467,18,5.6,1,239326
송파구,11710,gu,송파구,계,323282,341927.6667,96402.66667,58761.33333,55204.66667,53544,11847,55014,65138,94167.33333,114523.6667,112097.3333,103174,73145,33808.33333,11842.66667,664631.7814,297618.5911,649,5.7,18,137815
풍납1동,11710510,dong,송파구,풍납1동,7847.666667,8085.666667,2532.666667,1580.666667,1154,1004.333333,195.6666667,964,1198.666667,2055.666667,2500.333333,2469.666667,2791,2280.333333,1233.666667,381,10758.28828,1023.766722,9,22.2,0,89995
풍납2동,11710520,dong,송파구,풍납2동,12061.66667,13089.66667,4053.333333,2162.333333,2170,1937,414.3333333,2145.666667,2313.333333,3726.666667,4417.666667,4147.666667,3709,2838.666667,1318.333333,452.3333333,18195.08789,10634.08166,18,5.6,0,102056
거여1동,11710531,dong,송파구,거여1동,6802,6526.666667,1882.333333,1310,1043.333333,980,222.3333333,797.6666667,1335.333333,1843,1646,2311.333333,2440.666667,1726,913.3333333,266,13495.95067,3139.797036,14,21.4,1,96773
거여2동,11710532,dong,송파구,거여2동,8818.666667,8938.666667,2512,1784.333333,1424.333333,1121,257,1277.666667,1679,2001,2565,3178.333333,2973.666667,2245.666667,1321.666667,437.6666667,19052.30116,2309.968121,12,16.7,0,126896
마천1동,11710540,dong,송파구,마천1동,11117.33333,10625,3524.666667,2101.666667,1567.666667,1324.666667,402.6666667,1510.333333,1935.333333,2736,2734,3572,3872.666667,2928,1743.333333,615,22788.40667,1175.619769,12,25,1,85543
마천2동,11710550,dong,송파구,마천2동,10452,10138,3205,2149.333333,1623,1293.666667,327.3333333,1203.333333,1757.333333,2729,2562,3270.666667,4005,2769,1609,556,22801.84067,3130.559155,9,11.1,0,104499
방이1동,11710561,dong,송파구,방이1동,8094.333333,8534,1859.333333,1209.666667,1328.333333,1459.666667,325.3333333,1208.333333,2017,2518.666667,2351.333333,2947.666667,2770,1715,738.3333333,297.6666667,13256.74264,5415.246199,23,8.7,1,134140
방이2동,11710562,dong,송파구,방이2동,12128.66667,12987,7576,2736,1777.333333,1335.666667,305,1533.333333,1605.333333,4248.333333,5442.333333,3808.333333,3973.666667,2788,1249,400.6666667,26234.93314,14645.35925,39,5.1,0,142644
오륜동,11710566,dong,송파구,오륜동,9514.333333,9902.666667,665.6666667,1066.333333,1598.666667,2084.666667,448.3333333,1463.666667,3228.333333,2473.333333,1961.333333,3706.333333,3196,2158.666667,803,356,20515.77715,3288.320159,13,0,1,338165
오금동,11710570,dong,송파구,오금동,18737,19377.33333,4351,3641.666667,3616,3279,773.6666667,2658.333333,3645.666667,5699,5631.333333,5913.333333,6925.666667,4657.333333,2008.333333,808.6666667,36502.51225,12530.78597,36,2.8,1,96984
송파1동,11710580,dong,송파구,송파1동,12307.33333,13690.66667,5912,2675.333333,1894.333333,1459.666667,356.3333333,1669,1772.333333,4568.333333,5760.666667,3789,3799.666667,2871.666667,1300.333333,398.3333333,29469.57146,7725.788551,26,11.5,0,121000
송파2동,11710590,dong,송파구,송파2동,10256.33333,10914.33333,1678.666667,1536,1780.666667,1906,444.3333333,1702.666667,2278.666667,3213,3083,3284.333333,3619,2544.333333,965.6666667,387,18142.0436,4298.225202,13,15.4,0,106126
석촌동,11710600,dong,송파구,석촌동,16444.66667,17539,8657.333333,3533,2422,1851.666667,415.3333333,2148,2430.333333,5531,7358.333333,5433,5053.333333,3635.333333,1785.666667,535.6666667,34582.00142,9312.590656,47,4.3,1,132432
삼전동,11710610,dong,송파구,삼전동,15901.33333,17294.33333,8272,3309,2358.666667,1822.666667,411,2182,2497,5323.333333,7441,5624,4823.666667,3275,1460.333333,465,32226.42848,7546.877031,36,5.6,0,143300
가락본동,11710620,dong,송파구,가락본동,13892,13988,4598.333333,2517,2188.666667,2020.666667,490.3333333,1867.333333,2385.666667,4439,4966.333333,4390.666667,4913.666667,3076.666667,1275.666667,477.6666667,31541.42808,27924.59532,45,6.7,0,118982
가락1동,11710631,dong,송파구,가락1동,433.6666667,444.6666667,1620.333333,2488.333333,2549.333333,2580.666667,478.3333333,62,82.66666667,115.6666667,112.3333333,153.6666667,173.3333333,110,49,13,956.6372483,10296.93137,5,0,2,128269
가락2동,11710632,dong,송파구,가락2동,16934,17495.33333,2969,2475.333333,2964,3116,626.6666667,2982.666667,4080.666667,4976.666667,5224,6034,5555,3492.333333,1418.666667,567.6666667,35652.47089,7663.086942,19,10.5,2,111134
문정1동,11710641,dong,송파구,문정1동,10543.33333,10822,2755.333333,1897.333333,1726.333333,1657.333333,405,1467,1832.666667,3486.333333,3669.333333,3158.666667,3763.333333,2550,1016.666667,344.3333333,20216.01103,5995.489152,21,0,1,91609
문정2동,11710642,dong,송파구,문정2동,13370,14817.66667,8496,2797.333333,1951.666667,1784.666667,368.6666667,1783,1847,4890.333333,7250,4080,3424.333333,2977.333333,1301.333333,545.6666667,24170.36661,36577.1212,66,1.5,0,200885
장지동,11710646,dong,송파구,장지동,16975.66667,17979,3581.333333,3061.333333,2839.666667,2461.666667,597,3081,3634.333333,4884,5688.666667,5704.666667,5811.666667,3720.333333,1664.333333,635,37768.89355,9262.472215,26,3.8,1,107030
위례동,11710647,dong,송파구,위례동,13904.66667,14618,1053.333333,1773.333333,2313.666667,2914,765.6666667,5078.666667,3304.333333,3003.666667,5723.666667,5334.333333,3209,1819,725,272.6666667,23612.1987,1976.419855,17,11.8,1,188186
잠실본동,11710650,dong,송파구,잠실본동,13852.33333,15399.66667,8231.666667,2955.333333,2015,1546.333333,359,1671.333333,2255.666667,4957.666667,6322.666667,4798,4271.666667,3016.333333,1409,466,24486.17758,11674.70103,63,1.6,0,170599
잠실2동,11710670,dong,송파구,잠실2동,17637,19349,1812,1881,3087.333333,4292.666667,735.3333333,4724.666667,6066,3359.666667,5119,9087.666667,4176.666667,2644.333333,1340,374.3333333,28732.25012,2538.486217,24,0,0,482662
잠실3동,11710680,dong,송파구,잠실3동,17450.66667,19024,1911.333333,2551.666667,3273,3574.333333,701.6666667,3718.333333,4090.333333,4408,5476.333333,6292.333333,5356.333333,4450.333333,1989.333333,581,30377.12079,5052.798636,16,0,1,226011
잠실4동,11710690,dong,송파구,잠실4동,14662.66667,15695.66667,1200.333333,1428,2052.333333,2218.666667,428.6666667,3975.666667,2826.333333,3253.666667,5628.333333,5261.333333,4119.666667,3277,1428,471.6666667,58172.73996,1927.740735,8,0,1,328082
잠실6동,11710710,dong,송파구,잠실6동,8291.333333,9066.666667,966.3333333,1322.333333,1589,1559.333333,375,1407.333333,1822.333333,2369.666667,2618.333333,2730.666667,2802,2174.666667,965.3333333,384,35081.78307,159530.4414,30,3.3,2,215616
잠실7동,11710720,dong,송파구,잠실7동,4851.333333,5585,525.3333333,817.6666667,896.3333333,958,217,731,1216.333333,1356.666667,1270.333333,1615.666667,1644.333333,1403.666667,776,352.6666667,9561.664454,590.2152271,2,0,1,159333
강동구,11740,gu,강동구,계,215965.6667,218726.6667,65816.66667,41441.66667,36772.33333,33557,7837.333333,33432,40871.66667,59438.33333,69290.33333,71171.33333,72491.66667,52704.33333,25052,8578,422370.2358,88614.24875,419,3.1,10,115081
강일동,11740515,dong,강동구,강일동,16183.33333,17116.66667,2323,2626,2238.333333,2760,1013,3641.333333,4502.666667,4019,4060,6080,4864.666667,3316,1880.666667,805.6666667,25402.45017,10041.6922,23,8.7,0,210161
상일동,11740520,dong,강동구,상일동,5349.333333,5299.666667,1525.666667,1561.333333,1825.666667,1961.333333,435.6666667,610.3333333,1306.333333,1484,1262.666667,1701,2038.333333,1413,564.6666667,223.3333333,14036.47513,5118.215804,12,0,1,82551
명일1동,11740530,dong,강동구,명일1동,11060.66667,11420.66667,2291,2361.666667,2376.666667,2297.333333,471.6666667,1698.666667,2705.666667,2959.666667,3108.333333,3865.666667,3668.333333,2769.333333,1154,448.3333333,18689.52726,3103.791307,18,11.1,2,112232
명일2동,11740540,dong,강동구,명일2동,9015.333333,9067.666667,1169.666667,1079,1361.333333,1865.666667,402.6666667,1230.666667,2787.333333,2443.333333,1913.666667,3298.333333,3121.333333,2150.333333,746.3333333,315.3333333,18385.79026,2502.557153,17,0,0,125678
고덕1동,11740550,dong,강동구,고덕1동,13927.33333,13545.33333,1607,1584.333333,2314.333333,2804.333333,568.6666667,3537,3307,2980,4730.333333,5074.333333,3881.333333,2443.333333,976,421.3333333,24793.5528,1306.643099,9,0,1,145728
고덕2동,11740560,dong,강동구,고덕2동,4256.333333,3741.333333,2071,1834.666667,1832.666667,1808.333333,326.3333333,337,666,1053.666667,919,1233.666667,1655.666667,1245,572.6666667,266.6666667,7066.428747,1143.51611,5,0,0,159099
암사1동,11740570,dong,강동구,암사1동,18924.33333,18970.33333,6228,3741.333333,3076.666667,2420.333333,539.3333333,2705.333333,3329.666667,5154.333333,6300.666667,6118.666667,6439.333333,4599,2348.333333,755.3333333,52871.42149,3336.150364,32,0,1,104805
암사2동,11740580,dong,강동구,암사2동,7244.333333,7615,1921.333333,1487,1338.333333,1177,233.3333333,1412,1174,1988.333333,2756,2428.333333,2271,1665,849,258.6666667,7525.375646,1493.061987,10,0,0,125535
암사3동,11740590,dong,강동구,암사3동,9303.666667,9661,1102.666667,1380.666667,1611,1697.666667,418.6666667,2189.333333,2081.333333,2172.333333,2889,3456.666667,2804.333333,2118.666667,902.6666667,281.3333333,26514.30499,1685.219713,7,0,0,118212
천호1동,11740600,dong,강동구,천호1동,14609,14798.33333,5227.333333,2989.333333,2366,1714,410.6666667,1788.333333,2382.333333,4159,4639.666667,4469.333333,5247.666667,3954,2017.666667,643.3333333,31983.19521,3077.224073,23,4.3,0,94463
천호2동,11740610,dong,강동구,천호2동,18132,17943,8584,3938,2662.666667,1878,426.6666667,2116,2385.333333,4974,6402.333333,5664,6490.666667,4636,2508.666667,759.3333333,30642.74592,6565.628003,54,3.7,0,118677
천호3동,11740620,dong,강동구,천호3동,13894.33333,13953.33333,6707.333333,2930.666667,2136.333333,1478.666667,336.6666667,1711.666667,1700.666667,4061.333333,5068.666667,4134.333333,4860,3762.666667,1870.666667,580.6666667,34517.49934,4751.514619,30,0,0,113435
성내1동,11740640,dong,강동구,성내1동,10262,10749,2416.666667,1879.666667,1805,1599,366.3333333,1769.666667,2000,2846.333333,3644.333333,3583.333333,3181.333333,2453.666667,1090.666667,382.6666667,19021.59204,16775.36347,26,0,1,119295
성내2동,11740650,dong,강동구,성내2동,12584.33333,12705.33333,6382.666667,2729.666667,1912,1194,295.3333333,1462,1535,3793,4694,3829.666667,4417,3260.666667,1698.666667,509.6666667,27436.84281,3873.272583,28,3.6,2,101245
성내3동,11740660,dong,강동구,성내3동,12099.66667,12146,3995.333333,2327,1901.666667,1677.333333,390.6666667,1598.333333,2262.666667,3565.333333,3977.666667,3985,4097.333333,2802,1472.333333,416.6666667,26398.29089,6598.190267,35,2.9,1,130074
길동,11740685,dong,강동구,길동,24551.33333,25243,8534,4463,3675.666667,3007,743.6666667,3346.333333,3877.333333,7562.333333,8492.666667,7612.666667,8478,6450.666667,2853,944.6666667,69471.1926,13593.55412,64,4.7,1,109346
둔촌1동,11740690,dong,강동구,둔촌1동,271,273,114.3333333,20,11.33333333,14,2,16.66666667,30.66666667,69.33333333,76,87.66666667,99.33333333,94.66666667,40.66666667,13.33333333,7830.542061,802.8433198,3,33.3,0, 
