NM,CD,GUBUN,종로구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
상도4동,11590560,dong,동작구,상도4동,14336.66667,15070.66667,5568.333333,3080.333333,2391,1899,440,1891.333333,2027,4583,5003.666667,4520.666667,4556,3614.333333,2202.666667,889.3333333,23332.87935,2003.332024,15,0,0,97402
흑석동,11590605,dong,동작구,흑석동,15944,16794,5504,3026.666667,2735.333333,2345,546,2451.333333,2239.333333,5194.333333,4869.666667,4958.666667,5253,3918,2500,1116.333333,26683.65781,1177.974941,29,13.3,1,128533
사당1동,11590620,dong,동작구,사당1동,11117.33333,12243.66667,7658.666667,2602,1545,1061.666667,231,885.6666667,996.3333333,5251.666667,4764.666667,2950.666667,3201.666667,3009.333333,1747.333333,480,29245.79787,4907.92991,28,3.4,0,118625
사당2동,11590630,dong,동작구,사당2동,13390.66667,14365,4171.666667,2883,2401.333333,1863.666667,458.3333333,1895.333333,1745.333333,3801.666667,4668.666667,4130.333333,4292,3846.333333,2383.333333,834,24971.6751,2399.621203,27,3.6,2,144351
사당3동,11590640,dong,동작구,사당3동,12427.66667,13184.66667,3480.333333,2423,2175,1878.666667,451.3333333,2236.333333,1692.333333,3532,4257,3950.333333,3776.666667,3413,2006,630,26453.75595,3683.979025,13,0,0,129235
사당4동,11590650,dong,동작구,사당4동,7044.333333,7651,3172.333333,1608.333333,1121,899.3333333,190,802.6666667,802.6666667,2539.666667,2596.666667,2139,2186.666667,1940.666667,1214.666667,400,12916.96331,1232.83065,9,0,1,115594
사당5동,11590651,dong,동작구,사당5동,6280.333333,6670,2312,1231.333333,1072.333333,912.6666667,188.6666667,914.6666667,937,2004.333333,2163.333333,2049.666667,1974.333333,1578.666667,925.3333333,339,10967.72822,1348.037281,7,0,0,90373
대방동,11590660,dong,동작구,대방동,18850.66667,20794,7032,3241.333333,2876.333333,3101.666667,735,2492,4419.333333,6541,5608.666667,6959.666667,5880.333333,4057.666667,2463.333333,1046,38726.72872,10974.5043,37,0,2,109425
신대방1동,11590670,dong,동작구,신대방1동,11482.33333,12306.33333,3671,1977.666667,1772.666667,1929,456,1648,2644.666667,3291,3087.333333,4236,3692.333333,2849,1601.333333,636.6666667,21642.89246,6713.266924,10,2.7,1,132295
신대방2동,11590680,dong,동작구,신대방2동,9775.333333,10600.33333,4251.333333,1753,1468,1402.666667,375.3333333,1539.666667,1761,3468.333333,3433,3323.333333,2723,2096.333333,1446.333333,502.6666667,21271.31394,22166.29193,30,0,0,132805
관악구,11620,gu,관악구,계,250832,248778,153101.3333,49739.33333,32654,26067.33333,6377.666667,24504.66667,30416.66667,107916.3333,88456.66667,70551,69321.33333,57836.66667,36416.66667,12274.33333,497419.0576,72851.72405,461,3.3,4,124404
보라매동,11620525,dong,관악구,보라매동,12262,12798.66667,5932,2737.666667,1852.666667,1418.333333,349.3333333,1350.666667,1566,4656,4304.333333,3487.333333,3558,3254.666667,2098.333333,682.6666667,23883.75772,1830.810696,18,4.8,0,99420
청림동,11620545,dong,관악구,청림동,7882.333333,8172,2000.333333,1633,1435,1166.333333,256.3333333,1453.333333,1207,1959.333333,2677.333333,2633.333333,2373.666667,1937.666667,1209.333333,520.6666667,15947.76674,3021.310151,7,5.6,0,80453
성현동,11620565,dong,관악구,성현동,14876.66667,15798,3796,2950,2487.666667,2426,572.6666667,2199.666667,3078.333333,3876.333333,4079.666667,5316.333333,4802.333333,3771.666667,2487,910.3333333,36890.33603,7170.242588,10,14.3,0,132174
행운동,11620575,dong,관악구,행운동,14398.33333,15230.33333,10724.66667,2932.666667,1764.333333,1333.333333,337.3333333,1284.333333,1466.666667,7487.333333,6130,3778.666667,3566,3132.333333,2062.333333,622.3333333,28480.37618,4146.265907,33,10,0,105537
낙성대동,11620585,dong,관악구,낙성대동,8505.333333,8364.666667,7670.666667,1439.666667,843.6666667,636,170,799,877.6666667,5306.333333,3487.666667,2048.333333,1672.666667,1353,945.6666667,326.6666667,15361.77408,10028.53841,26,3,0,151355
청룡동,11620595,dong,관악구,청룡동,16096,17353.33333,15021.66667,2894.333333,1677.666667,1328,334,1262.333333,1757,10541.33333,6337.333333,3947.333333,3709.333333,3134.333333,2037.666667,625.6666667,28700.10555,6630.14119,42,0,1,143819
은천동,11620605,dong,관악구,은천동,16948.33333,17641,6874.333333,3481,2603,2271,545.3333333,2362.333333,2667.333333,5557,5642,5461.333333,4993,4218.333333,2699.666667,862.3333333,36308.65601,4907.089183,24,7.1,0,124978
중앙동,11620615,dong,관악구,중앙동,7441.666667,8055,6302.666667,1556,828.3333333,633,150,458.6666667,694.6666667,4380.666667,3008.666667,1786.666667,1919.333333,1647.666667,1151.333333,401,15350.44763,1437.933613,20,0,1,125894
인헌동,11620625,dong,관악구,인헌동,13089,13597.33333,7834.333333,2699.666667,1778.333333,1422,354.3333333,1297,1706.333333,5843.666667,5127.666667,3784.666667,3564.666667,2875.333333,1807,595.6666667,39896.91245,5227.367519,22,0,1,128995
남현동,11620630,dong,관악구,남현동,9014.666667,9732,4788.666667,1922,1339.666667,1027,263.3333333,1125,892,3917.666667,3885,2405,2634.333333,2169,1293,365.3333333,14566.17458,2878.819305,18,9.1,0,126785
서원동,11620645,dong,관악구,서원동,11873.33333,11289.66667,8866.333333,2549.666667,1381.666667,859.3333333,220,755.6666667,934,6370.333333,4766.333333,2834.666667,2913.333333,2499.333333,1514.333333,514.6666667,23140.23868,2945.121287,27,16.7,0,171781
신원동,11620655,dong,관악구,신원동,9274.666667,9216.333333,6279.333333,2109,1160,806.3333333,170,688.6666667,913,4327,3274,2428,2490.333333,2219.333333,1543.666667,518.3333333,18312.46642,1012.629413,10,0,0,134091
서림동,11620665,dong,관악구,서림동,13070,10614.33333,9163,2254.333333,1345.333333,1014.666667,264,921.3333333,1142,5701.666667,4668,3246,3137.333333,2670.666667,1563.333333,535.6666667,25648.2171,1823.51461,22,0,0,92786
신사동,11620685,dong,관악구,신사동,11461.33333,11464.66667,8357.666667,2308.333333,1397.333333,1046.333333,228.6666667,880,1267.666667,5604.333333,4012.666667,3132.333333,3292,2508.666667,1616.333333,533,23940.36446,4443.05092,26,4.5,0,119641
신림동,11620695,dong,관악구,신림동,11153,10532.66667,13807,1912.333333,648.6666667,372,90,414.3333333,516.3333333,8240,5636,2435.333333,1735.666667,1445,923,283.3333333,22998.07354,2069.943624,38,0,1,157747
난향동,11620715,dong,관악구,난향동,7975,8178,1938.333333,1528.666667,1312.333333,1244.333333,314,1299.333333,1524.666667,1734.666667,2043.666667,3083.666667,2611.333333,2069.333333,1281.666667,427,16532.97077,1336.747206,3,10.5,0,104132
조원동,11620725,dong,관악구,조원동,8921.333333,8648,6541.666667,1827,985,788.6666667,177.3333333,757,869,3957.333333,3339.666667,2307.333333,2454.333333,2149,1205,459.6666667,17845.27,3340.918738,24,0,0,97006
대학동,11620735,dong,관악구,대학동,14174.33333,9335,11744,1810.666667,1118.333333,842.3333333,194,788,1050.333333,6172.666667,4727,3600,3124.666667,2201.666667,1283.666667,492,24668.88722,3150.025562,41,4.2,0,119927
삼성동,11620745,dong,관악구,삼성동,12516.66667,12433.66667,4697.333333,2779.333333,1875,1543.333333,422.6666667,1011.333333,1732.666667,3143,2914.666667,3694.666667,4504.333333,4087.333333,2669,1008,25781.57857,1842.274424,9,4.9,0,71317
미성동,11620765,dong,관악구,미성동,15666.33333,16310.66667,5541.666667,3213,2569,2137.333333,562.6666667,1937,2499.666667,4952,4540,4920.666667,5185.666667,4536,2515,784.3333333,32403.98436,3756.231093,22,0,0,99183
난곡동,11620775,dong,관악구,난곡동,14231.66667,14012.66667,5219.666667,3201,2251,1751.666667,401.6666667,1459.666667,2054.333333,4187.666667,3855,4219.333333,5079,3956.333333,2510.333333,805.6666667,27438.79124,1447.387442,19,0,0,150931
서초구,11650,gu,서초구,계,206030.6667,224954,58520,34621.33333,34129.33333,34884.66667,8467.666667,35839,45792.66667,56377,66381.33333,78748.66667,62944.33333,46783.33333,26754.66667,9364.666667,417053.6445,568361.4046,523,10.5,17,141554
서초1동,11650510,dong,서초구,서초1동,10268.33333,11039.66667,3897.333333,1761,1572.666667,1514.666667,410,1624.666667,1965,2860.333333,3781.333333,3872,2945,2380,1309.666667,466.6666667,21932.2301,48646.3516,35,4.8,1,159102
서초2동,11650520,dong,서초구,서초2동,8866,9788,3797,1505.666667,1437.333333,1341,298,1521.666667,1675.666667,2733.333333,3817,3308.333333,2441,1784.666667,993,293.6666667,18543.14545,68423.09753,42,11.4,1,140171
서초3동,11650530,dong,서초구,서초3동,15025,15812,5838.666667,2677.333333,2274.333333,2084.666667,567.3333333,1751.666667,2757.666667,5111.666667,5020,4932.666667,4735.333333,3533.666667,2117.333333,737.6666667,29338.76995,66038.60487,76,4.8,0,138810
서초4동,11650531,dong,서초구,서초4동,15422,16321.33333,2340,1945.333333,2590.333333,3316.333333,649,3160,4201.333333,3609.666667,3995.666667,6479,4640.666667,3021.333333,1820.666667,669.6666667,31006.40031,37370.36827,38,3.9,0,198020
잠원동,11650540,dong,서초구,잠원동,16566.66667,18355.66667,4700.333333,2637.333333,2968,3028,557,2735,4061.666667,4618.666667,5320.666667,6706,5538,3396.666667,1688.333333,696.6666667,32127.47279,15586.16973,29,2.6,1,136538
반포본동,11650550,dong,서초구,반포본동,5700,6414.666667,757,810.3333333,976,1251,251.6666667,626.3333333,1982.666667,1510.333333,926.3333333,2415.666667,2080,1212.333333,979,334.3333333,8184.224926,16545.21936,8,6.9,1,119234
반포1동,11650560,dong,서초구,반포1동,15859,17054,6355,2225.333333,2365,2632.666667,624.6666667,3218.333333,3552,4387.666667,5884.666667,6705.666667,4071.333333,2947.666667,1551,476,30474.26963,7327.976941,28,0,2,161517
반포2동,11650570,dong,서초구,반포2동,7760,8472.666667,680.3333333,828,1306.333333,1714.666667,468,1970.666667,2729.666667,1385,1697,3760.666667,2074,1307.333333,911.3333333,306,17359.36568,10581.73364,9,0,1,450540
반포3동,11650580,dong,서초구,반포3동,9584.333333,10721.33333,1294.666667,1381.333333,1856.333333,1987.666667,417.3333333,1874,2757.333333,2241.333333,2537.333333,4289,3017.666667,1930.333333,1132.333333,434.6666667,17779.01203,8340.854551,10,0,0,195925
반포4동,11650581,dong,서초구,반포4동,9277.333333,10399,1868.666667,1493.666667,1784.666667,1612.333333,404,1802.333333,2178.666667,2410,2865.333333,3605,2828.333333,2276,1197.666667,416,19789.67588,95487.50887,42,10,1,223274
방배본동,11650590,dong,서초구,방배본동,9942,11423.33333,2154,1552,1684.666667,1906.666667,472.3333333,1553,2896,2681,2500,4069.333333,3436,2203.666667,1316.333333,603.3333333,21624.61826,28806.7873,20,2.4,0,113316
방배1동,11650600,dong,서초구,방배1동,8243.666667,9313.333333,2933,1762,1377.333333,1200,297,1238,1391.333333,2568.666667,3122.666667,2898,2454.333333,2066.333333,1293.666667,430.6666667,17559.37009,19244.51871,19,0,0,146013
방배2동,11650610,dong,서초구,방배2동,9745.333333,11011,3092.666667,2090.333333,1647.333333,1462.333333,371.6666667,1264.333333,1692,3015.333333,3232.333333,3183.666667,3284.666667,2830.333333,1632.333333,514.6666667,21089.97358,17054.85809,25,10.5,1,121072
방배3동,11650620,dong,서초구,방배3동,10678,11455,2243.666667,1881.666667,1879.333333,1849.666667,414.3333333,1416,2108.333333,2962,3122,3372.333333,3690.666667,3153.666667,1627,565.6666667,22032.16112,17721.45601,18,4,0,183670
방배4동,11650621,dong,서초구,방배4동,10870.33333,12870,3419,2024,1793.666667,1886,454.6666667,1705.333333,2649.666667,3250.333333,3701,4352.666667,3483,2338,1583,580.6666667,24398.12724,22419.70647,21,0,0,129396
양재1동,11650651,dong,서초구,양재1동,21742,23653.66667,6014.333333,4004.333333,3455,3341.666667,1075.666667,4563,4282.333333,5494.666667,7231,7875.333333,6340.333333,5489,2914,987,45830.93724,33679.34489,46,9.5,1,128771
양재2동,11650652,dong,서초구,양재2동,11524.66667,11359.33333,4994.666667,2219.666667,1610.666667,1444,392,1592.666667,1659.333333,3523.666667,4598.333333,3943.666667,3341.333333,2512,1255.333333,363.3333333,23007.36176,43765.01173,44,4.3,1,96567
내곡동,11650660,dong,서초구,내곡동,8956,9490,2139.666667,1822,1550.333333,1311.333333,343,2222,1252,2013.333333,3028.666667,2979.666667,2542.666667,2400.333333,1432.666667,488,17509.76255,13660.78702,13,9.1,1,101799
강남구,11680,gu,강남구,계,261103.3333,284622.6667,92479.66667,43917.66667,41472,42877.33333,9742,38767,60222.66667,75601.66667,85310,100538,80252,58166.66667,33162,11222.66667,561241.3528,1158467.279,968,0,26,172542
신사동,11680510,dong,강남구,신사동,8013.666667,9228.333333,2898.333333,1538.666667,1307,1215,317.6666667,1050.333333,1778.333333,2360.333333,2531.333333,3147.666667,2490.333333,1797.666667,1404.333333,582.6666667,18845.66095,30403.31746,46,3.5,1,170703
논현1동,11680521,dong,강남구,논현1동,10836,12431,9553.666667,2480,1206,809,245.6666667,747,940.3333333,4684.333333,6014.666667,3848.333333,2806,2316.333333,1359.333333,460.3333333,23041.90633,41431.98243,80,2.2,2,147847
논현2동,11680531,dong,강남구,논현2동,10040,11573.33333,6273.333333,2065,1551,1169,259.6666667,1200,1319.666667,3516.666667,4704.333333,3708.333333,2895.333333,2224.666667,1479.666667,460.6666667,21918.33643,56307.97647,74,3.8,2,146640
압구정동,11680545,dong,강남구,압구정동,12682.33333,14920,2966.666667,2408.333333,2399.333333,2213.333333,524.3333333,2279.333333,2887,3243.333333,3627.666667,5016.333333,3954,3124.333333,2406,880.6666667,27626.87802,44649.80394,55,4.1,0,207464
청담동,11680565,dong,강남구,청담동,13958,15722,4770,2435.666667,2376.333333,2200.666667,549.3333333,2439.666667,2521,4240.333333,4915.666667,5113,4482.666667,3302,1883.333333,613,29024.52167,55811.57769,55,7.3,1,185754
삼성1동,11680580,dong,강남구,삼성1동,7309.333333,7371.666667,2082,1217.333333,1186.333333,1100.333333,293.3333333,952.6666667,1420.666667,2113.666667,2208.333333,2415,2407.333333,1764.333333,1028.333333,299.3333333,14776.61471,131093.9841,58,5.5,3,204428
삼성2동,11680590,dong,강남구,삼성2동,14511,15986,5926,2309,2259.666667,2358.666667,489,2575.333333,3481.666667,3993.333333,5279.666667,6526,3997,2417,1648,483.6666667,30037.54545,61775.36682,52,1.7,4,163184
대치1동,11680600,dong,강남구,대치1동,12708.33333,12582.33333,568.3333333,911.6666667,1948,3130.333333,667.6666667,2127.333333,5630.333333,2508.333333,1702.333333,6294,3729,1913,992.3333333,329,25098.96816,19907.82408,21,1.9,0,278870
대치2동,11680610,dong,강남구,대치2동,19565.33333,18949.33333,2453.333333,2019.666667,3218.666667,4238,828.3333333,2068.666667,6659.666667,5204.333333,3466,7680,6761,3995.333333,1978.333333,567,37693.10746,90393.98202,47,14.3,2,183017
대치4동,11680630,dong,강남구,대치4동,9687.333333,10826.66667,5320.666667,1686.333333,1361.333333,1396,295,824.6666667,2602.333333,3407.333333,3411.333333,4181,3209.333333,1524.333333,1027.666667,284.3333333,20952.30532,33871.3003,62,4.3,0,190759
역삼1동,11680640,dong,강남구,역삼1동,17339.66667,18642,16914.66667,3494,1684,1173.333333,310.3333333,1142.666667,1467.666667,7674.333333,10188.33333,5984.333333,4222.333333,2983.666667,1668,536.3333333,35878.55427,170092.8048,197,1.6,2,169894
역삼2동,11680650,dong,강남구,역삼2동,17453,19742.66667,6490,2308,2800.333333,3206.333333,640.3333333,3133.666667,5504.666667,4763,5465.333333,8709.666667,4655,2583.666667,1736,521.3333333,37065.18934,52229.47307,57,3,0,196889
도곡1동,11680655,dong,강남구,도곡1동,10669.66667,11843.66667,2543,1587.333333,1860.333333,2066.666667,404.6666667,1871.666667,2351.666667,3139.666667,3411.666667,3912.666667,3523.333333,2509.333333,1249.666667,443,21697.62892,40780.17243,28,1.8,1,168905
도곡2동,11680656,dong,강남구,도곡2동,16002.66667,18426,2149,2308.333333,2992.333333,3467,716,3030.666667,4861.666667,4110,3843,6710.333333,5461.666667,3498,2055,696.6666667,34137.86951,191515.964,24,3.6,2,168648
개포1동,11680660,dong,강남구,개포1동,3329.666667,3557,841,608,529.6666667,576,143,396.3333333,615.6666667,833,734,979.3333333,1153.666667,1197.333333,694,219.6666667,9032.852454,19935.96608,2,8.3,0, 
개포2동,11680670,dong,강남구,개포2동,10813,11553.33333,1649.666667,1683.666667,2031,2168,380,1673.333333,2661.333333,2996.666667,2916.666667,3725.333333,3883,2882,1202.333333,343,18209.59885,10617.13633,11,0,3,172021
개포4동,11680690,dong,강남구,개포4동,8916,9245.333333,2952.666667,1577.333333,1457.666667,1350.333333,328,1151.666667,1673.666667,2669,2833,3029,3116.333333,2270.333333,1026.333333,318.3333333,17365.29339,8405.916556,27,0,0,79235
세곡동,11680700,dong,강남구,세곡동,21366.66667,23486.66667,5875,3898,3267.333333,3323.666667,1120,4929.666667,4533,5400.333333,7286.333333,7728,6057,4778.666667,2660.666667,1213,48401.6327,1655.070207,22,7.4,0,149157
일원본동,11680720,dong,강남구,일원본동,11978.33333,12382.33333,1464.333333,1493.333333,2029,2575,494.6666667,2387.666667,3457,2672,3166.333333,4680,3692.333333,2778.333333,1028.333333,392.6666667,26412.53331,39843.58978,11,0,1,206664
일원1동,11680730,dong,강남구,일원1동,7975.666667,8298,3174.666667,1779.333333,1264.333333,969.3333333,275,811.6666667,1292,2377.666667,2394.666667,2250.666667,2667.666667,2509.333333,1370,493,15785.49364,2443.917425,12,0,0,138772
일원2동,11680740,dong,강남구,일원2동,8717.666667,9312,2221.333333,1779.666667,1530,1476.666667,276,1271,1890,1988.333333,2674,3160,2661.333333,2480,1421.666667,412.3333333,21457.15487,6651.908065,8,0,1,161289
수서동,11680750,dong,강남구,수서동,7230,8543,3392,2329,1212.333333,694.6666667,184,702,673.3333333,1705.666667,2535.333333,1739,2426.333333,3317,1842.666667,672.6666667,13806.44664,15647.30619,19,0,1,239326
송파구,11710,gu,송파구,계,326666.6667,348739.3333,96402.66667,58761.33333,55204.66667,53544,11847,53223.66667,61110.66667,95614,114257,110684,104224.6667,81234.66667,38858.66667,13515.66667,682002.642,403558.0242,639,0,18,137815
풍납1동,11710510,dong,송파구,풍납1동,7215.666667,7363.333333,2532.666667,1580.666667,1154,1004.333333,195.6666667,763,988.6666667,1857,2161,2104,2568.666667,2375.666667,1261,436.3333333,10711.68724,1250.94682,9,3.4,0,89995
풍납2동,11710520,dong,송파구,풍납2동,12134,13387.33333,4053.333333,2162.333333,2170,1937,414.3333333,2037.666667,2160,3829.333333,4238.666667,4121,3748.666667,3180.333333,1563.333333,541.6666667,19416.68309,18766.12002,21,0,0,102056
거여1동,11710531,dong,송파구,거여1동,6685.333333,6411.333333,1882.333333,1310,1043.333333,980,222.3333333,716.6666667,1112.333333,1840.666667,1716.666667,2082.333333,2369.666667,1837.333333,1054.333333,322,13078.83749,3817.730384,12,4.8,1,96773
거여2동,11710532,dong,송파구,거여2동,8253.666667,8539.333333,2512,1784.333333,1424.333333,1121,257,1095.333333,1455.666667,1899,2304.666667,2722.666667,2889.333333,2374.333333,1442.666667,506.6666667,17250.46368,3064.370665,11,0,0,126896
마천1동,11710540,dong,송파구,마천1동,10455.66667,9965,3524.666667,2101.666667,1567.666667,1324.666667,402.6666667,1137.666667,1711.666667,2520,2352,3100,3684.333333,3226.666667,1868.666667,699.3333333,20823.29445,1084.833883,13,0,1,85543
마천2동,11710550,dong,송파구,마천2동,10143.33333,9836.666667,3205,2149.333333,1623,1293.666667,327.3333333,1016,1502.666667,2523.333333,2379.666667,2941.333333,3897.333333,3154.333333,1766.333333,649,21433.8253,2466.990892,11,0,0,104499
방이1동,11710561,dong,송파구,방이1동,7892.666667,8471,1859.333333,1209.666667,1328.333333,1459.666667,325.3333333,1138.666667,1771,2488.666667,2331.333333,2773.333333,2735,1871.666667,829,359,14076.37533,7843.214747,19,0,1,134140
방이2동,11710562,dong,송파구,방이2동,12267,13512.66667,7576,2736,1777.333333,1335.666667,305,1287,1375.666667,4858.333333,5720.333333,3682,3766.333333,3086.666667,1461,462.6666667,26759.58991,26087.27524,40,10.5,0,142644
오륜동,11710566,dong,송파구,오륜동,9298,9588,665.6666667,1066.333333,1598.666667,2084.666667,448.3333333,1410.333333,2922.666667,2284.666667,1846.666667,3526,3144.333333,2360.333333,965,340.3333333,19032.61194,25239.97028,15,2.5,1,338165
오금동,11710570,dong,송파구,오금동,19848,20992,4351,3641.666667,3616,3279,773.6666667,3097,3476.333333,5863.333333,6040.666667,6057.333333,7199.666667,5535.333333,2400,971.6666667,39814.00393,26785.61608,39,0,1,96984
송파1동,11710580,dong,송파구,송파1동,11961.66667,13481.33333,5912,2675.333333,1894.333333,1459.666667,356.3333333,1383.333333,1464.666667,4612.333333,5719,3566,3710.333333,3014.666667,1442,444.6666667,28392.71745,9623.896555,26,2.6,0,121000
송파2동,11710590,dong,송파구,송파2동,9988.666667,10736.33333,1678.666667,1536,1780.666667,1906,444.3333333,1695,1988,3025.666667,3096,3157.333333,3424.333333,2724.666667,1111,412.3333333,17202.90056,11829.7024,15,7.7,0,106126
석촌동,11710600,dong,송파구,석촌동,16030.66667,17431,8657.333333,3533,2422,1851.666667,415.3333333,1836.666667,2071.333333,5740.666667,7321,5095.666667,4954.333333,3820.333333,1930,606,33722.40864,8928.088966,45,6.7,1,132432
삼전동,11710610,dong,송파구,삼전동,15268,16807.66667,8272,3309,2358.666667,1822.666667,411,1782,2147,5386.333333,6919.333333,5337.333333,4676,3510,1675,528,30932.24054,7430.093799,37,2.2,0,143300
가락본동,11710620,dong,송파구,가락본동,13651,13875.33333,4598.333333,2517,2188.666667,2020.666667,490.3333333,1720,2031,4418.333333,4929,4012.666667,4843.666667,3451,1486,547.3333333,30363.75204,30825.78037,41,2.7,0,118982
가락1동,11710631,dong,송파구,가락1동,13584.33333,14301.33333,1620.333333,2488.333333,2549.333333,2580.666667,478.3333333,3175.666667,2323.666667,3740.333333,5609,4285,4065.333333,3108.666667,1192,322,27046.47477,5837.560423,11,2.4,2,128269
가락2동,11710632,dong,송파구,가락2동,16486.33333,17133.33333,2969,2475.333333,2964,3116,626.6666667,2728,3720.666667,4743,5002.333333,5768.333333,5418.333333,3898.333333,1621,605.3333333,34620.58525,10453.49481,20,0,2,111134
문정1동,11710641,dong,송파구,문정1동,10427,10697,2755.333333,1897.333333,1726.333333,1657.333333,405,1446.666667,1646,3388.666667,3688.666667,2970.333333,3531.333333,2847.333333,1128.666667,390.3333333,19304.17775,32409.92784,14,10,1,91609
문정2동,11710642,dong,송파구,문정2동,13866,16000,8496,2797.333333,1951.666667,1784.666667,368.6666667,1777.666667,1581,5394,7862.666667,4296.666667,3564.333333,3101,1524.333333,646,28009.87246,38195.1131,66,14.3,0,200885
장지동,11710646,dong,송파구,장지동,15535.33333,16546.66667,3581.333333,3061.333333,2839.666667,2461.666667,597,2631.333333,3073.333333,4405,5093,5092.333333,5354,3852.666667,1772,654.6666667,34691.97641,7157.26877,23,1.5,1,107030
위례동,11710647,dong,송파구,위례동,13740.66667,14528,1053.333333,1773.333333,2313.666667,2914,765.6666667,4803.333333,3472.666667,2740.666667,5205.333333,5575,3245.333333,2042.333333,843,261.6666667,27697.05859,1233.806304,16,8.7,1,188186
잠실본동,11710650,dong,송파구,잠실본동,13687,15302.66667,8231.666667,2955.333333,2015,1546.333333,359,1398.333333,1936,5165.666667,6244.333333,4571.333333,4207.333333,3304.333333,1569.666667,512.3333333,23956.67515,7795.268452,58,0,0,170599
잠실2동,11710670,dong,송파구,잠실2동,17572,19162.66667,1812,1881,3087.333333,4292.666667,735.3333333,4473,5985.666667,3282.666667,4563.333333,8934.333333,4646.333333,2774.333333,1507.333333,454.3333333,27682.415,5885.874171,23,0,0,482662
잠실3동,11710680,dong,송파구,잠실3동,17065.66667,18740,1911.333333,2551.666667,3273,3574.333333,701.6666667,3461,4021.666667,4133.333333,4824.333333,6328.333333,5303.666667,4603.333333,2320.333333,668.3333333,35493.2154,21590.8489,19,0,1,226011
잠실4동,11710690,dong,송파구,잠실4동,10651.33333,11451.66667,1200.333333,1428,2052.333333,2218.666667,428.6666667,3072,2307,2084.333333,3446,4362.666667,2912.333333,2371,1119.666667,336,41295.70476,17959.9938,6,0,1,328082
잠실6동,11710710,dong,송파구,잠실6동,8222.666667,9058.666667,966.3333333,1322.333333,1589,1559.333333,375,1508.666667,1734.666667,2090.333333,2523.666667,2722,2684.333333,2376.666667,1108.333333,439.3333333,34330.1158,92846.81631,27,0,2,215616
잠실7동,11710720,dong,송파구,잠실7동,4735,5419,525.3333333,817.6666667,896.3333333,958,217,631.6666667,1129.666667,1298.333333,1118.333333,1498.666667,1680,1431.333333,897,398.3333333,9056.781549,12559.85114,2,14.8,1,159333
강동구,11740,gu,강동구,계,220399.3333,226376.6667,65816.66667,41441.66667,36772.33333,33557,7837.333333,33793.33333,39309.33333,59927.33333,69598.66667,72176.66667,71982,59144.66667,28986,9861,403219.9699,72374.39868,393,0,10,115081
강일동,11740515,dong,강동구,강일동,15394,16496.33333,2323,2626,2238.333333,2760,1013,2718,4474.333333,3917.333333,3374.333333,5598,4994.333333,3712,2024,910.6666667,24056.88899,1020.640874,23,3.3,0,210161
상일동,11740520,dong,강동구,상일동,10319,10476,1525.666667,1561.333333,1825.666667,1961.333333,435.6666667,2340.333333,2293,2305.666667,3219.666667,3598,3225,2483,960,303.6666667,15673.89226,5312.410827,11,8.7,1,82551
명일1동,11740530,dong,강동구,명일1동,12989,13588.33333,2291,2361.666667,2376.666667,2297.333333,471.6666667,2176,2746.666667,3311,4200.666667,4345.333333,4178.333333,3433.333333,1534.666667,530.6666667,20942.60682,4084.190619,17,0,2,112232
명일2동,11740540,dong,강동구,명일2동,8715,8934.333333,1169.666667,1079,1361.333333,1865.666667,402.6666667,1201.333333,2619,2248,1877,3164.333333,2848.333333,2375.333333,906,320.3333333,18670.17176,3027.083021,17,5.9,0,125678
고덕1동,11740550,dong,강동구,고덕1동,13643.66667,13193.66667,1607,1584.333333,2314.333333,2804.333333,568.6666667,3336.666667,3462.333333,2601,4011.666667,5498.333333,3604.666667,2664.333333,1073.333333,438.3333333,24442.39247,1985.371598,8,0,1,145728
고덕2동,11740560,dong,강동구,고덕2동,10541.33333,10169.33333,2071,1834.666667,1832.666667,1808.333333,326.3333333,2333,1834,2277,3576.666667,3417.333333,3201.333333,2589.333333,1040,361.6666667,5778.512428,1656.846334,7,0,0,159099
암사1동,11740570,dong,강동구,암사1동,17954,18325.33333,6228,3741.333333,3076.666667,2420.333333,539.3333333,2393,2846.666667,4973,5612.333333,5742.333333,6158.666667,4912.666667,2608,873.3333333,50180.39834,5442.829166,31,0,1,104805
암사2동,11740580,dong,강동구,암사2동,7402,7823.333333,1921.333333,1487,1338.333333,1177,233.3333333,1400.333333,1054.333333,2011.666667,2864,2420.666667,2248.333333,1811,1046,316.6666667,7218.990039,1331.540744,10,3.2,0,125535
암사3동,11740590,dong,강동구,암사3동,9074.333333,9470,1102.666667,1380.666667,1611,1697.666667,418.6666667,2119,1964,2024.333333,2702.333333,3310.666667,2715,2304.333333,1010.666667,316.6666667,25396.7239,4345.089923,6,0,0,118212
천호1동,11740600,dong,강동구,천호1동,13822,14169,5227.333333,2989.333333,2366,1714,410.6666667,1586.666667,1926,3926,4177.333333,4203.666667,4811.666667,4259.333333,2229,734.6666667,29763.81892,2597.932109,25,0,0,94463
천호2동,11740610,dong,강동구,천호2동,17381,17603,8584,3938,2662.666667,1878,426.6666667,1897.666667,2006,5007,6285.666667,5147,6050.666667,4861.666667,2697,862.6666667,29949.77419,3277.661795,48,0,0,118677
