자치구,행정동,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세
강남구,신사동,1163,1830,2555,2820,3315,2445,1803,1363,495,78
강남구,논현1동,915,1060,4827,6395,3929,2945,2278,1232,403,77
강남구,논현2동,1410,1431,3618,5068,3876,2881,2301,1332,419,82
강남구,삼성1동,1093,1510,2212,2473,2552,2401,1700,929,249,63
강남구,삼성2동,2628,3405,3925,5571,6379,3712,2385,1505,409,71
강남구,대치1동,2049,5601,2774,1918,6253,3653,1855,935,295,52
강남구,대치4동,852,2737,3656,3688,4432,3072,1484,921,249,29
강남구,역삼1동,1319,1577,7640,10635,5819,4270,2946,1620,450,80
강남구,역삼2동,3296,5280,4589,5899,8444,4426,2542,1593,476,85
강남구,도곡1동,1951,2444,3407,3579,3973,3543,2397,1116,392,77
강남구,도곡2동,2998,4937,4395,4219,6753,5368,3502,1790,602,131
강남구,개포1동,632,1167,2020,1609,1809,2500,2128,924,283,67
강남구,개포4동,1265,1879,2851,3053,3319,3166,2054,915,284,63
강남구,일원본동,2436,3647,2783,3304,4930,3726,2630,924,430,82
강남구,일원1동,993,1474,2566,2644,2477,2841,2408,1258,462,87
강남구,일원2동,1110,1648,1835,2583,2756,2370,2145,1153,356,53
강남구,수서동,774,799,2038,2900,1813,2749,3198,1613,625,128
강남구,세곡동,5664,4363,5476,7974,7553,5912,4460,2402,1120,210
강남구,압구정동,2537,2997,3340,3979,5260,3746,3143,2202,761,142
강남구,청담동,2483,2748,4312,5125,5318,4452,3162,1756,557,122
강남구,대치2동,2096,6968,6048,3891,8088,7388,4035,1863,567,123
강남구,개포2동,823,1859,2013,1546,2384,2618,1768,677,248,44
송파구,계,54866,64330,96170,116419,112695,104890,74671,34717,12059,2109
송파구,풍납1동,1012,1169,2099,2626,2586,3078,2389,1250,389,49
송파구,풍납2동,2126,2264,3795,4424,4145,3686,2866,1372,466,77
송파구,거여1동,779,1298,1870,1656,2315,2484,1732,919,280,42
송파구,거여2동,1216,1654,1998,2520,3130,2984,2238,1336,446,75
송파구,마천1동,1469,1897,2726,2744,3532,3892,2990,1781,608,83
송파구,마천2동,1165,1704,2710,2562,3277,4031,2814,1654,588,102
송파구,방이1동,1194,1972,2595,2340,2916,2784,1741,751,314,54
송파구,방이2동,1513,1570,4383,5498,3864,3997,2836,1290,406,65
송파구,오륜동,1425,3176,2481,1932,3682,3184,2204,826,352,76
송파구,오금동,2933,3698,6020,5891,6069,7173,4933,2105,839,170
송파구,송파1동,1648,1717,4712,5888,3815,3939,2920,1317,407,57
송파구,송파2동,1714,2253,3184,3147,3300,3627,2592,997,387,83
송파구,석촌동,2135,2422,5688,7580,5519,5293,3727,1834,545,72
송파구,삼전동,2155,2434,5417,7515,5655,4877,3338,1508,456,87
송파구,가락본동,1866,2309,4518,5065,4376,5038,3148,1339,476,87
송파구,가락1동,66,85,116,113,160,166,116,54,12,4
송파구,가락2동,2945,4033,5024,5283,6013,5584,3582,1455,563,92
송파구,문정1동,1460,1807,3555,3768,3167,3824,2583,1047,349,65
송파구,문정2동,1821,1844,5479,7942,4299,3523,3001,1364,551,81
송파구,장지동,3036,3513,4960,5762,5663,5832,3806,1677,658,128
송파구,위례동,5122,3366,3015,5731,5362,3245,1868,743,280,58
송파구,잠실본동,1671,2189,5063,6432,4835,4462,3128,1431,471,72
송파구,잠실4동,3961,2824,3231,5557,5283,4098,3340,1449,473,110
송파구,잠실6동,1460,1782,2346,2680,2694,2815,2225,963,398,73
송파구,잠실7동,706,1200,1362,1231,1613,1625,1428,809,357,67
송파구,잠실2동,4619,6091,3384,5073,9100,4269,2659,1377,383,69
송파구,잠실3동,3649,4059,4439,5459,6325,5380,4467,2069,605,111
강동구,계,33140,40160,59873,69741,71230,73336,53574,25571,8734,1484
강동구,강일동,3512,4479,4036,3999,6029,4885,3362,1905,817,133
강동구,상일동,669,1307,1553,1368,1748,2138,1479,606,220,44
강동구,명일1동,1673,2651,2959,3131,3846,3679,2829,1190,444,92
강동구,명일2동,1209,2758,2428,1925,3246,3123,2182,770,326,74
강동구,고덕1동,3469,3330,2982,4686,5139,3882,2484,993,427,95
강동구,고덕2동,334,633,1109,954,1191,1652,1239,580,267,42
강동구,암사2동,1387,1138,1996,2748,2409,2267,1672,858,264,48
강동구,암사3동,2164,2088,2148,2919,3438,2787,2144,925,291,62
강동구,천호1동,1787,2307,4153,4693,4498,5305,4020,2065,637,98
강동구,천호3동,1744,1698,4152,5213,4218,4986,3853,1911,596,86
강동구,성내1동,1774,1978,2859,3614,3600,3205,2480,1113,388,61
강동구,성내2동,1474,1505,3886,4843,3934,4628,3335,1746,522,82
강동구,성내3동,1578,2211,3625,3981,3970,4092,2865,1499,433,61
강동구,둔촌1동,10,12,47,46,63,53,69,36,11,9
강동구,둔촌2동,2231,2763,4141,4348,4476,4904,3600,1537,557,105
강동구,암사1동,2700,3209,5214,6273,6137,6514,4719,2362,783,125
강동구,천호2동,2131,2321,5118,6633,5682,6750,4724,2560,783,111
강동구,길동,3294,3772,7467,8367,7606,8486,6518,2915,968,156
