자치구,행정동,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세
강남구,계,37895,59493,76459,85461,100336,80573,58529,33556,11373,2199
강남구,신사동,1009,1731,2461,2568,3096,2522,1795,1404,590,84
강남구,논현1동,755,953,4972,6158,3947,2874,2326,1360,484,68
강남구,논현2동,1161,1328,3631,4721,3758,2955,2236,1504,450,88
강남구,삼성1동,930,1438,2185,2252,2443,2455,1812,1031,306,64
강남구,삼성2동,2515,3490,3980,5215,6550,4087,2436,1670,498,81
강남구,대치1동,2054,5577,2515,1667,6205,3762,1929,1023,337,57
강남구,대치4동,811,2557,3539,3461,4169,3276,1545,1040,300,37
강남구,역삼1동,1112,1471,7951,10569,6110,4338,3034,1678,535,99
강남구,역삼2동,3105,5540,4852,5525,8715,4814,2585,1754,546,101
강남구,도곡1동,1871,2330,3108,3414,3911,3536,2535,1255,446,97
강남구,도곡2동,2974,4804,4094,3794,6677,5502,3549,2105,722,142
강남구,개포1동,401,597,807,727,985,1137,1201,707,230,48
강남구,개포4동,1138,1641,2687,2887,2992,3100,2331,1039,329,65
강남구,일원본동,2326,3402,2647,3151,4627,3692,2806,1069,382,102
강남구,일원1동,775,1263,2344,2348,2253,2643,2543,1398,501,104
강남구,일원2동,1267,1852,2027,2678,3143,2640,2490,1443,404,68
강남구,수서동,675,639,1713,2466,1731,2395,3333,1896,687,149
강남구,세곡동,4760,4562,5514,7230,7815,6062,4896,2687,1204,255
강남구,압구정동,2283,2871,3310,3620,5023,4030,3140,2429,914,167
강남구,청담동,2251,2319,3966,4614,4864,4076,3004,1769,579,132
강남구,대치2동,2036,6508,5146,3466,7559,6789,4068,2029,575,112
강남구,개포2동,1686,2620,3010,2930,3763,3888,2935,1266,354,79
송파구,계,52459,60203,96080,114622,110971,105028,82697,39523,13773,2426
송파구,풍납1동,758,983,1848,2219,2206,2781,2488,1260,436,54
송파구,풍납2동,2049,2140,3925,4440,4130,3795,3231,1586,558,94
송파구,거여1동,695,1078,1842,1726,2088,2392,1901,1074,340,44
송파구,거여2동,1097,1438,1894,2291,2703,2889,2390,1447,521,95
송파구,마천1동,1087,1695,2508,2337,3080,3730,3295,1891,711,104
송파구,마천2동,979,1469,2516,2401,2912,3909,3263,1791,680,115
송파구,방이1동,1154,1723,2526,2392,2732,2769,1905,832,362,59
송파구,방이2동,1285,1351,5184,6053,3775,3806,3153,1505,472,76
송파구,오륜동,1380,2839,2248,1807,3490,3133,2390,983,350,88
송파구,오금동,3039,3409,5821,6007,6092,7164,5664,2449,993,194
송파구,송파1동,1370,1453,4730,5680,3652,3745,3041,1471,457,74
송파구,송파2동,1679,1949,2977,3133,3195,3448,2773,1142,413,76
송파구,석촌동,1770,2013,5838,7352,5176,5095,3919,1962,617,78
송파구,삼전동,1745,2127,5475,6929,5276,4738,3588,1687,536,106
송파구,가락본동,1732,1962,4380,4960,4028,4931,3560,1512,558,83
송파구,가락1동,3229,2275,3713,5641,4363,4067,3171,1220,324,58
송파구,가락2동,2660,3640,4721,4981,5754,5399,3975,1650,614,101
송파구,문정1동,1433,1642,3395,3686,2967,3562,2901,1171,394,71
송파구,문정2동,1794,1527,5396,7871,4341,3556,3148,1567,664,113
송파구,잠실본동,1340,1881,5262,6366,4571,4353,3426,1608,522,66
송파구,잠실4동,2990,2324,2083,3363,4356,2943,2401,1151,361,71
송파구,잠실6동,1537,1748,2088,2537,2783,2703,2397,1136,439,85
송파구,잠실7동,618,1094,1303,1110,1456,1673,1449,916,397,70
송파구,잠실2동,4355,5973,3363,4419,8897,4787,2812,1528,463,85
송파구,잠실3동,3421,4000,4094,4811,6318,5307,4632,2381,669,133
송파구,장지동,2548,2905,4234,5002,4929,5104,3745,1742,653,155
송파구,위례동,4715,3565,2716,5108,5701,3249,2079,861,269,78
강동구,계,35110,39643,61983,72779,74415,73890,61657,29875,10118,1835
강동구,강일동,2524,4455,4000,3447,5513,5020,3765,2052,919,156
강동구,상일동,4124,3236,3618,5462,5668,4816,3810,1385,408,89
강동구,명일1동,2151,2595,3358,4245,4312,4151,3506,1563,544,114
강동구,명일2동,1200,2545,2188,1898,3120,2797,2396,941,322,88
강동구,고덕1동,3231,3461,2577,3877,5466,3561,2697,1078,434,128
강동구,고덕2동,2399,1876,2328,3700,3563,3225,2688,1080,360,83
강동구,암사2동,1454,1063,2053,2970,2469,2270,1888,1101,324,43
강동구,암사3동,2073,1945,1996,2697,3274,2699,2315,1039,327,65
강동구,천호1동,1567,1879,3908,4225,4201,4769,4354,2260,737,127
강동구,천호3동,1429,1392,4218,4879,3949,4574,3983,2062,706,97
강동구,성내1동,1602,1789,2743,3388,3440,3070,2562,1300,426,78
강동구,성내2동,1186,1276,4083,4471,3660,4146,3661,1885,620,91
강동구,성내3동,1344,1894,3740,3645,3706,4050,3192,1665,500,77
강동구,둔촌1동,6,9,22,26,55,33,55,40,12,8
강동구,둔촌2동,1916,2336,3907,4073,4064,4587,3918,1740,624,115
강동구,암사1동,2309,2773,4966,5605,5763,6180,4960,2645,889,140
강동구,천호2동,1920,1958,5089,6449,5230,6172,5021,2740,887,152
강동구,길동,2675,3161,7189,7722,6962,7770,6886,3299,1079,184
