NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
수유3동,11305630,dong,강북구,수유3동,"11,726","11,855",7165,2633,1752,1086,247,899,1178,4417,3586,3389,4141,3361,2174,800,94,23262.73921,3349.349868,35,0,1,121017
우이동,11305645,dong,강북구,우이동,"7,958","8,184",3674,2492,1715,1248,320,1156,1441,2710,2693,3110,3626,3236,2171,904,132,20450.00542,2736.48524,17,0,3,80774
인수동,11305660,dong,강북구,인수동,"15,349","16,393",5800,3725,2704,1793,469,1721,2230,4217,4103,4632,5579,4935,3231,1304,183,36904.49334,4910.236106,27,3.7,0,65162
도봉구,11320,gu,도봉구,계,"160,089","167,925",46140,34302,28278,23352,5376,19814,26587,44992,42735,50074,58107,48828,27542,11264,1629,330489.5707,36095.57517,232,1.7,5,100812
창1동,11320511,dong,도봉구,창1동,"12,185","13,354",3692,2671,2232,1875,366,1633,2268,3442,3556,4267,4264,3453,1992,852,112,20843.64784,1425.628736,15,13.3,1,100710
창2동,11320512,dong,도봉구,창2동,"14,616","15,230",3860,3171,2650,2108,482,1958,2372,4229,4394,4723,5253,4039,2285,916,94,49495.76469,4030.796728,22,4.5,0,90065
창3동,11320513,dong,도봉구,창3동,"7,212","7,212",2681,1663,1177,886,220,849,1114,1902,1787,2215,2689,2084,1370,514,60,15505.14188,817.6148167,14,0,0,79993
창4동,11320514,dong,도봉구,창4동,"13,181","14,242",2912,2437,2368,2338,494,1865,2724,3863,3506,4535,4980,3398,1739,875,136,23137.00348,2282.551985,18,0,0,173094
창5동,11320515,dong,도봉구,창5동,"12,159","13,162",2912,2431,2255,2013,409,1603,2056,3760,3654,3683,4508,3569,1762,786,128,26234.74484,7332.821132,19,5.3,1,132260
도봉1동,11320521,dong,도봉구,도봉1동,"11,016","10,722",4316,2704,1758,1180,299,923,1265,2711,2487,3060,3873,3870,2663,984,116,22516.16873,2205.707149,22,0,0,90325
도봉2동,11320522,dong,도봉구,도봉2동,"13,736","14,314",4134,3130,2502,1813,440,1718,1804,3502,3793,3940,4615,4872,2825,1117,174,19667.78264,1466.57234,14,0,2,101683
쌍문1동,11320660,dong,도봉구,쌍문1동,"10,592","11,360",3239,2383,1886,1429,383,1259,1703,3212,2710,3357,3746,3262,2054,795,109,23267.97564,1863.671506,18,0,0,70214
쌍문2동,11320670,dong,도봉구,쌍문2동,"9,403","10,103",3133,2225,1698,1225,290,1115,1479,2668,2743,2884,3372,3007,1655,721,113,19915.71867,1470.677662,13,0,0,94134
쌍문3동,11320680,dong,도봉구,쌍문3동,"8,202","8,692",3265,1928,1397,1018,244,872,1050,2626,2463,2511,2884,2431,1618,579,76,16881.67379,2002.507591,14,0,0,121258
쌍문4동,11320681,dong,도봉구,쌍문4동,"9,237","10,221",1567,1656,1724,1794,364,1296,2095,2624,2419,3096,3500,2713,1178,548,102,18907.21316,1305.297692,11,0,0,114171
방학1동,11320690,dong,도봉구,방학1동,"14,536","14,749",4727,3024,2363,1992,527,1631,2307,4122,3529,4362,5550,4546,2585,890,142,19686.94117,4359.42157,25,0,1,103418
방학2동,11320700,dong,도봉구,방학2동,"10,350","10,138",3874,2386,1745,1182,302,1031,1523,2817,2377,3083,3900,3311,1933,731,111,14077.22923,682.9108055,16,0,0,85839
방학3동,11320710,dong,도봉구,방학3동,"13,664","14,426",1828,2493,2523,2499,556,2061,2827,3514,3317,4358,4973,4273,1883,956,156,40811.87994,4272.564772,11,0,0,85367
노원구,11350,gu,노원구,계,"254,463","272,255",70945,49730,44406,41982,8733,34941,55046,75765,67261,88672,88811,66652,37222,16001,2397,532445.6002,56663.49722,356,2,13,136712
월계1동,11350560,dong,노원구,월계1동,"11,730","11,035",4557,2239,1758,1574,379,1315,1830,4294,2962,3554,3681,3136,1980,712,110,24536.42281,2801.661124,33,3,2,138209
월계2동,11350570,dong,노원구,월계2동,"13,402","14,374",4153,3155,2366,1867,433,1867,2263,3326,3481,4453,4659,4378,2459,977,147,25206.1303,1235.46089,18,0,0,88552
월계3동,11350580,dong,노원구,월계3동,"14,793","16,075",3955,3556,2834,2076,459,2400,2248,3694,4872,4777,4911,4514,2597,1059,142,29811.30295,1378.557361,10,0,1,190722
공릉1동,11350595,dong,노원구,공릉1동,"18,546","19,433",8430,3719,2930,2434,536,2256,2877,7148,5649,5615,5942,5362,2699,1014,153,44575.34672,7299.097185,45,0,2,111611
공릉2동,11350600,dong,노원구,공릉2동,"19,456","20,430",5708,3177,3270,3384,694,3015,4655,7023,5407,6794,6130,4318,2237,916,143,38358.44824,6697.611976,38,2.6,1,120824
하계1동,11350611,dong,노원구,하계1동,"13,387","14,415",4345,2398,2140,2304,454,1257,3382,5235,2850,4404,5012,3456,1821,905,131,30432.58138,4891.139182,20,5,0,100393
하계2동,11350612,dong,노원구,하계2동,"10,927","11,990",1719,1802,1983,2262,435,1601,2895,3205,2635,4178,4002,2431,1344,674,92,23154.8855,1403.386545,5,0,1,174586
중계본동,11350619,dong,노원구,중계본동,"12,332","12,871",1993,1415,1930,2665,647,1653,4519,3377,2002,5236,4632,2275,1118,539,87,24334.55051,1691.153441,15,0,0,128484
중계1동,11350621,dong,노원구,중계1동,"13,464","14,107",1423,1370,2397,3274,536,2033,5833,3039,2088,6756,4479,1998,983,482,60,28322.90379,2188.074452,13,7.7,0,228056
중계4동,11350624,dong,노원구,중계4동,"10,114","10,790",2610,1999,1665,1706,378,1228,2419,2654,2056,3638,3651,2613,1881,744,109,23455.26989,2277.660646,12,0,0,152226
중계2.3동,11350625,dong,노원구,중계2.3동,"16,609","19,308",5053,4088,3053,2604,514,2237,3341,4441,4474,6101,5743,4794,3296,1495,216,36228.22201,2195.201361,10,0,1,176838
상계1동,11350630,dong,노원구,상계1동,"19,180","20,245",4477,3766,3343,3081,773,2512,3448,5496,5084,5883,7158,5817,2889,1218,209,44925.3984,6262.880337,25,4,1,124155
상계2동,11350640,dong,노원구,상계2동,"10,277","10,495",3219,1750,1634,1689,346,1052,1963,3381,2437,3259,4013,2798,1439,556,88,20422.39755,2408.223854,31,0,1,151049
상계3.4동,11350665,dong,노원구,상계3.4동,"13,538","13,725",4679,3025,2207,1726,451,1493,2186,3300,3070,4119,4922,4256,2781,1164,136,29259.23029,2485.739918,17,0,1,90160
상계5동,11350670,dong,노원구,상계5동,"12,103","12,747",4001,2665,2103,1663,394,1185,2150,3491,2765,3829,4588,3622,2303,924,143,19776.60662,1542.216704,17,0,1,102078
상계6.7동,11350695,dong,노원구,상계6.7동,"15,734","18,102",4272,3351,3000,2703,498,2681,3163,4759,5060,5783,5663,3889,1983,985,179,26733.63351,4912.02844,28,3.6,0,198330
상계8동,11350700,dong,노원구,상계8동,"11,203","12,083",2437,2285,2279,1915,318,2599,2191,2731,4910,4020,3062,2214,1167,529,79,23960.01417,1181.875124,5,20,1,163237
상계9동,11350710,dong,노원구,상계9동,"10,189","11,228",2118,2202,2027,1739,308,1524,2248,2753,2927,3680,3644,2731,1360,647,101,21279.98387,2552.120829,9,0,0,204162
상계10동,11350720,dong,노원구,상계10동,"7,479","8,802",1796,1768,1487,1316,180,1033,1435,2418,2532,2593,2919,2050,885,461,72,16514.46099,1060.497706,5,0,0,188675
은평구,11380,gu,은평구,계,"231,508","250,221",79784,49503,39388,31859,7786,30994,39715,67294,70240,78157,77902,63029,38857,15261,2075,454055.9228,46677.54022,374,5.1,11,110909
녹번동,11380510,dong,은평구,녹번동,"17,848","19,556",6858,4228,3196,2289,538,2624,2451,5150,6305,5923,6058,5028,3186,1219,178,34705.41128,4758.265644,31,3.2,2,104302
불광1동,11380520,dong,은평구,불광1동,"18,928","21,009",6772,4422,3463,2563,557,2532,2778,5505,5660,6288,6853,5511,3535,1533,194,31463.70895,3182.462869,14,21.4,1,128478
불광2동,11380530,dong,은평구,불광2동,"13,909","14,729",6145,3341,2323,1567,406,1250,1920,4388,4041,4167,5076,4304,2755,1026,130,31704.09132,2954.68053,29,6.9,1,144442
갈현1동,11380551,dong,은평구,갈현1동,"11,486","12,039",4815,2693,1933,1388,324,1064,1731,3844,3269,3552,4101,3436,2144,691,106,25672.45395,2779.290206,20,10,0,109995
갈현2동,11380552,dong,은평구,갈현2동,"13,857","15,267",4410,3070,2554,1992,449,1734,2625,4468,4154,4855,4926,3664,2269,881,115,28109.71299,3690.089071,33,0,0,111055
구산동,11380560,dong,은평구,구산동,"16,481","16,599",4341,3205,2769,2259,594,1974,2924,4520,4310,5306,5750,4584,2771,1108,162,35216.45296,4430.230412,23,4.3,1,103211
대조동,11380570,dong,은평구,대조동,"12,783","14,581",7179,3052,2041,1401,313,1272,1764,4821,4370,4261,4263,3535,2368,954,110,27093.88961,2563.994689,36,8.3,1,123595
응암1동,11380580,dong,은평구,응암1동,"14,442","15,944",5234,2921,2240,1845,407,2053,2552,3782,4582,4917,4267,3318,2087,820,122,26998.50322,3084.112648,25,4,0,114290
응암2동,11380590,dong,은평구,응암2동,"13,337","14,122",3013,2602,2548,2075,462,3253,2309,2796,5200,5184,3594,2823,1690,660,92,18207.7285,1247.258965,6,0,0,94917
응암3동,11380600,dong,은평구,응암3동,"12,412","12,971",6049,2928,1934,1371,306,1065,1726,3723,3509,3768,4375,3749,2636,1101,131,22382.49664,1623.779205,34,5.9,0,109235
역촌동,11380625,dong,은평구,역촌동,"22,265","24,748",7702,5018,4014,3084,748,2985,3679,6665,7113,7815,7761,6219,3836,1445,175,49054.29815,4885.261304,42,2.4,0,96218
신사1동,11380631,dong,은평구,신사1동,"13,430","14,357",3903,2958,2403,1951,443,1714,2182,4045,4256,4334,4599,3801,2257,840,102,28828.3396,2524.596295,19,5.3,1,93252
신사2동,11380632,dong,은평구,신사2동,"10,496","10,546",3203,2204,1750,1481,346,1191,1769,3040,2918,3321,3589,3105,1676,676,91,20734.27013,1825.491398,10,10,1,84341
증산동,11380640,dong,은평구,증산동,"7,603","7,913",2537,1736,1230,1057,268,794,1284,2147,2118,2333,2691,2400,1446,526,72,14565.64959,2527.965866,12,8.3,1,104629
수색동,11380650,dong,은평구,수색동,"5,321","5,400",1385,899,715,580,143,458,561,1189,1190,1139,1601,1418,781,337,43,9096.702533,1889.493324,1,0,1,80087
진관동,11380690,dong,은평구,진관동,"26,910","30,440",6238,4226,4275,4956,1482,5031,7460,7211,7245,10994,8398,6134,3420,1444,252,52169.98668,3229.130044,39,0,1,124679
서대문구,11410,gu,서대문구,계,"149,803","162,829",61198,30545,24575,20711,4830,20805,24930,56034,47090,49044,50496,38320,24602,11015,1603,314292.1533,67396.12031,326,2.1,7,130370
천연동,11410520,dong,서대문구,천연동,"8,561","9,471",3314,1768,1502,1232,275,1353,1564,2370,2550,2963,3085,2185,1485,773,111,20253.96866,2040.507591,14,0,0,133552
북아현동,11410555,dong,서대문구,북아현동,"8,057","8,796",2860,1709,1517,1170,233,1510,1149,2547,3061,2825,2888,1814,1050,444,73,16932.75991,1838.78411,8,0,0,134726
충현동,11410565,dong,서대문구,충현동,"9,098","9,815",4851,1777,1209,1019,240,782,1214,3243,2683,2626,3079,2431,1399,677,126,17632.47767,13933.36335,32,3.1,2,114423
신촌동,11410585,dong,서대문구,신촌동,"8,515","10,541",9797,1506,797,583,142,836,1125,10344,3713,2142,2074,1425,1022,480,85,19634.54501,5298.460565,85,0,2,187060
연희동,11410615,dong,서대문구,연희동,"18,106","19,402",10416,3737,2556,2077,551,1883,2875,8916,6337,5815,5775,4437,3056,1399,201,38980.63227,15277.97259,41,2.4,0,94928
홍제1동,11410620,dong,서대문구,홍제1동,"11,508","12,993",3586,2468,2074,1735,410,1640,1994,3212,3586,3896,4157,3260,2027,899,128,20388.49376,2041.899449,18,0,0,156304
홍제3동,11410640,dong,서대문구,홍제3동,"7,743","8,163",2723,1689,1309,1050,265,799,1178,2217,2047,2290,2777,2328,1610,799,90,12070.29074,889.732964,13,0,1,120613
홍제2동,11410655,dong,서대문구,홍제2동,"6,839","7,538",1821,1429,1263,1076,249,868,1146,1916,1972,2155,2627,1937,1265,547,83,21501.66076,1100.015736,6,0,1,115926
홍은1동,11410660,dong,서대문구,홍은1동,"11,089","11,802",3217,2275,1880,1683,400,1487,1858,3058,2991,3461,4095,3221,2001,933,142,22824.39209,7790.988821,12,0,0,85653
홍은2동,11410685,dong,서대문구,홍은2동,"13,159","14,023",4919,2851,2172,1767,399,1422,2309,4525,3687,4204,4680,3705,2236,1047,146,27527.03385,5864.192864,23,0,0,100239
남가좌1동,11410690,dong,서대문구,남가좌1동,"7,720","8,273",1425,1182,1483,1448,303,2212,1472,1703,2626,3113,2205,1576,973,425,51,18099.57402,4207.172547,9,11.1,1,133985
남가좌2동,11410700,dong,서대문구,남가좌2동,"14,445","15,524",5004,2866,2503,2145,447,2731,2510,4768,4722,4985,4459,3272,2174,934,149,24269.24567,1787.251072,23,4.3,0,117254
북가좌1동,11410710,dong,서대문구,북가좌1동,"8,972","9,618",1620,1699,1618,1586,363,1499,1975,2214,2565,3366,3019,2168,1364,549,80,17122.01823,1695.684778,11,0,0,111765
북가좌2동,11410720,dong,서대문구,북가좌2동,"15,991","16,870",5645,3589,2692,2140,553,1783,2561,5001,4550,5203,5576,4561,2940,1109,138,35731.27723,3148.809044,31,9.7,0,100277
마포구,11440,gu,마포구,계,"176,174","197,446",81156,36658,28568,24268,5371,26218,29525,66271,67569,63151,55394,39401,24650,10828,1622,302764.9502,138540.4944,543,3.9,15,146291
아현동,11440555,dong,마포구,아현동,"11,657","13,249",3211,2294,2424,1907,315,2716,1625,3160,5325,4083,3818,2614,1249,640,99,22871.2736,18972.83049,25,4,1,159789
공덕동,11440565,dong,마포구,공덕동,"18,489","20,605",8931,4030,3031,2458,496,2400,2522,6773,6828,5970,6840,4530,2732,1247,170,36676.72791,5113.413352,28,3.6,1,98573
도화동,11440585,dong,마포구,도화동,"10,499","11,408",3644,2058,1789,1600,372,1560,1680,3116,3749,3370,3589,2679,1581,834,147,13170.17866,9435.169703,24,4.2,0,151398
용강동,11440590,dong,마포구,용강동,"10,309","11,505",3250,1958,1900,1629,362,2353,2000,2365,3933,4480,3013,2138,1295,627,81,16121.12638,12138.82433,28,0,1,163062
대흥동,11440600,dong,마포구,대흥동,"6,928","7,376",5153,1360,831,697,140,686,972,4365,2516,2170,2111,1470,925,431,83,8987.697919,5798.780681,40,5,3,160796
염리동,11440610,dong,마포구,염리동,"5,878","6,297",2441,1200,962,830,181,963,1157,2301,2140,2232,1846,1193,847,375,45,11637.98829,3618.534173,9,0,1,156230
신수동,11440630,dong,마포구,신수동,"11,320","11,977",3923,2192,1958,1693,350,1734,1979,3771,3942,4016,3588,2430,1551,660,108,13360.37729,4735.550369,17,11.8,0,112775
서강동,11440655,dong,마포구,서강동,"11,878","13,062",5287,2222,1987,1749,363,1968,1835,5209,4381,4178,3711,2382,1427,660,96,14964.80475,4818.771435,34,2.9,2,150010
서교동,11440660,dong,마포구,서교동,"11,408","13,573",9547,2466,1447,1030,240,902,1368,6803,5471,3844,3158,2277,1564,733,126,18972.02211,27068.85575,125,4,2,167382
합정동,11440680,dong,마포구,합정동,"8,571","9,859",5232,2084,1248,862,195,1233,1016,3727,3918,2733,2432,1937,1232,524,80,17955.87578,5505.547463,29,3.4,1,136834
망원1동,11440690,dong,마포구,망원1동,"9,874","11,117",5114,2457,1462,1197,273,1158,1365,3609,4119,3358,3078,2431,1618,621,86,16778.42374,3204.410545,26,0,0,146018
망원2동,11440700,dong,마포구,망원2동,"9,006","10,054",3231,2040,1440,1399,281,1263,1663,2886,3058,3373,2837,2170,1455,523,72,8014.100962,2881.48695,18,5.6,0,114986
연남동,11440710,dong,마포구,연남동,"7,379","8,347",5144,1696,1020,700,209,703,883,3568,3377,2538,2159,1818,1152,520,88,12562.55328,3208.712497,25,4,0,134783
성산1동,11440720,dong,마포구,성산1동,"9,208","10,355",4376,2070,1454,1154,294,1055,1517,3298,3585,3510,2882,2177,1358,526,60,14493.46151,5474.310541,28,7.1,0,109252
성산2동,11440730,dong,마포구,성산2동,"18,620","22,130",8317,3990,3164,2783,599,2719,3599,6945,6984,6821,5801,4185,2905,1121,179,35749.68997,2866.504631,36,0,2,123196
상암동,11440740,dong,마포구,상암동,"15,150","16,532",4355,2541,2451,2580,701,2805,4344,4375,4243,6475,4531,2970,1759,786,102,30634.33692,16830.48383,51,5.9,1,182696
양천구,11470,gu,양천구,계,"224,271","232,709",52468,39088,38643,39063,8246,33099,51568,61331,60458,80850,77951,56450,27988,10494,1671,446324.0309,135994.3762,318,3.5,7,118804
목1동,11470510,dong,양천구,목1동,"15,171","16,493",1606,1819,2962,3392,626,3080,5157,3536,3584,7071,4991,2804,1310,467,89,28605.47285,15626.21702,35,2.9,2,167303
목2동,11470520,dong,양천구,목2동,"14,935","15,785",4806,2978,2532,2236,517,1827,2651,5162,5503,4726,5086,3770,1667,666,108,31410.21048,5576.015663,27,7.4,1,123602
목3동,11470530,dong,양천구,목3동,"10,822","11,754",3731,2421,1972,1510,301,1454,1564,3672,4148,3333,3778,2966,1337,575,75,22758.00358,2489.560549,17,0,1,129992
목4동,11470540,dong,양천구,목4동,"12,769","13,354",3017,1929,2108,2421,509,1502,3492,4253,2997,4746,4897,2607,1437,524,69,26366.0861,2838.31745,19,0,0,109560
목5동,11470550,dong,양천구,목5동,"20,986","21,429",1670,2141,3725,5031,803,3529,7643,4685,4165,9391,6733,3939,1673,713,169,37740.75495,27437.17304,19,5.3,0,225344
신월1동,11470560,dong,양천구,신월1동,"10,788","10,251",4445,2400,1742,1173,291,1106,1383,2739,2866,3273,4090,3529,1820,548,90,22331.42724,2333.5682,14,7.1,0,83042
신월2동,11470570,dong,양천구,신월2동,"10,539","10,922",2443,2057,1855,1583,433,1557,1816,2708,3129,3424,3436,3294,1677,545,75,22061.26878,3005.163285,9,11.1,0,85564
신월3동,11470580,dong,양천구,신월3동,"8,462","7,566",4020,1815,1177,821,243,972,1187,2142,2163,2372,3116,2541,1331,460,53,15401.27795,1567.101731,12,0,0,83498
신월4동,11470590,dong,양천구,신월4동,"9,088","9,422",1583,1662,1656,1533,365,1576,1680,2186,2633,3076,2905,2696,1353,491,54,20967.02848,2004.916806,16,6.3,0,84868
신월5동,11470600,dong,양천구,신월5동,"7,555","7,662",2227,1548,1269,1064,251,1050,1357,2163,2230,2388,2654,2078,1058,363,44,19988.21086,2887.288555,19,5.3,0,82168
신월6동,11470610,dong,양천구,신월6동,"6,590","6,745",1115,1156,1123,1058,218,1301,1138,1467,2317,1981,1852,1491,690,207,40,6181.517389,1046.04521,10,0,0,86665
신월7동,11470611,dong,양천구,신월7동,"10,189","10,566",3133,2637,1799,1307,269,1163,1458,2743,2764,3071,3724,3429,1827,761,96,20891.7956,3694.715069,16,0,1,89006
신정1동,11470620,dong,양천구,신정1동,"10,269","10,764",1410,1263,1682,2301,459,1867,3098,2542,2179,4175,3579,2145,1101,437,95,20678.03177,11167.18327,10,0,0,110205
신정2동,11470630,dong,양천구,신정2동,"9,913","10,291",1576,1305,1561,2152,452,1363,2985,2768,1934,3917,3688,2189,1084,468,71,17939.59318,12222.20541,13,0,0,104776
신정3동,11470640,dong,양천구,신정3동,"22,816","23,975",4637,4194,3872,3943,1027,3651,5393,6063,6009,8365,7993,5679,3034,1115,186,45894.85993,7246.232804,19,0,1,142228
신정4동,11470650,dong,양천구,신정4동,"16,594","17,272",6991,3627,2709,2057,506,1892,2374,5450,5524,5455,5706,4818,2637,822,111,35227.13633,7324.584557,42,2.4,1,106319
신정6동,11470670,dong,양천구,신정6동,"12,216","12,916",1057,1506,2290,2758,489,2142,3696,3251,2910,4775,4382,2564,964,432,99,24938.82101,17920.61331,12,0,0,204418
신정7동,11470680,dong,양천구,신정7동,"14,569","15,542",3001,2630,2609,2723,487,2067,3496,3801,3403,5311,5341,3911,1988,900,147,32412.98055,6084.308179,9,22.2,0,138659
강서구,11500,gu,강서구,계,"282,647","302,273",107620,59609,46970,39512,9097,42273,46228,88166,102582,93524,89165,75698,38516,14403,2419,569779.7711,144229.2766,572,2.3,17,129933
염창동,11500510,dong,강서구,염창동,"20,474","21,587",3931,3185,3802,3964,727,4280,4579,5591,7448,7747,6045,4066,1721,683,88,37273.66611,17470.86458,30,0,1,103649
등촌1동,11500520,dong,강서구,등촌1동,"11,193","12,636",6777,2379,1642,1323,267,1377,1428,4667,5781,3343,3073,2207,1116,639,133,21228.53131,7821.13348,36,5.6,1,124093
등촌2동,11500530,dong,강서구,등촌2동,"10,499","10,926",2769,2075,1825,1582,383,1429,1681,3380,3660,3144,3577,2864,1314,445,78,22018.93168,5053.259789,9,11.1,0,86348
등촌3동,11500535,dong,강서구,등촌3동,"15,199","16,635",6000,3963,2613,1936,371,1807,2230,4333,4770,4132,5607,5078,2526,1417,296,23469.28566,11116.49639,27,3.7,0,149161
화곡1동,11500540,dong,강서구,화곡1동,"25,742","27,115",12725,6199,4314,2624,639,3094,2670,9357,11173,7854,7887,7044,3741,1169,151,50102.83081,4716.122995,59,1.7,1,103564
화곡2동,11500550,dong,강서구,화곡2동,"9,075","9,567",2939,2088,1632,1168,333,1373,1541,2613,3127,3279,2958,2456,1333,374,59,19833.20214,1578.823885,12,0,0,84558
화곡3동,11500560,dong,강서구,화곡3동,"10,602","11,458",3381,2189,1831,1541,391,1381,1668,3253,3352,3313,3487,3425,1773,545,87,22220.1879,5275.118501,15,0,0,125647
화곡4동,11500570,dong,강서구,화곡4동,"10,422","10,883",3697,2474,1828,1311,299,1269,1445,3026,3603,3337,3600,3163,1653,571,84,20806.01317,2603.75413,17,0,0,124228
화곡본동,11500590,dong,강서구,화곡본동,"17,092","17,856",7343,3818,2785,2092,516,2499,2574,5873,6714,5793,5040,4164,2107,654,126,39006.79212,3287.949953,28,3.6,0,107019
화곡6동,11500591,dong,강서구,화곡6동,"12,319","12,822",5718,2542,1896,1554,344,1396,1733,4282,4277,3750,4094,3602,1628,547,89,26700.32785,11641.40789,31,3.2,0,98422
화곡8동,11500593,dong,강서구,화곡8동,"12,266","13,262",4594,3072,2124,1549,352,1523,1702,3941,4578,4147,4000,3573,2035,580,70,24329.01158,1903.375834,15,0,1,141799
가양1동,11500603,dong,강서구,가양1동,"15,725","18,350",12467,2659,2093,1752,422,1849,1990,8371,8204,4623,4268,3118,1192,484,83,31477.20047,4260.490908,86,1.2,2,206388
가양2동,11500604,dong,강서구,가양2동,"6,996","7,755",4158,2146,1075,553,124,557,486,1838,2575,1498,2385,3202,1530,756,130,15126.17855,2857.913833,6,0,1,157863
가양3동,11500605,dong,강서구,가양3동,"7,402","8,354",3304,2415,1360,652,156,784,650,1919,3248,2018,2400,2658,1546,631,120,23043.10221,4604.897578,7,0,0,143167
발산1동,11500611,dong,강서구,발산1동,"17,974","19,877",2875,3032,3095,3558,903,3666,5127,4755,4639,7488,5747,3858,2105,755,138,37436.26511,3152.959147,43,7,0,130124
우장산동,11500615,dong,강서구,우장산동,"21,071","22,950",3887,3238,3681,4271,829,3984,5523,5353,5875,8748,6576,4920,2470,730,125,47830.44623,6729.992849,24,4.2,1,141462
공항동,11500620,dong,강서구,공항동,"13,754","13,333",5700,2723,2075,1750,427,2699,1750,3923,5298,4443,4171,3274,1698,637,96,29757.37255,32402.74833,47,0,4,101476
방화1동,11500630,dong,강서구,방화1동,"21,848","22,937",5002,3964,3636,3711,960,4558,4301,5507,6820,7893,6702,5511,2794,1012,168,33349.05564,6936.788332,34,0,2,142739
방화2동,11500640,dong,강서구,방화2동,"11,468","11,751",5612,2592,1706,1267,339,1252,1544,3475,3608,3354,3801,3636,2115,848,111,27401.00013,3876.576221,27,3.7,2,85806
방화3동,11500641,dong,강서구,방화3동,"11,526","12,219",4741,2856,1957,1354,315,1496,1606,2709,3832,3620,3747,3879,2119,926,187,29518.25264,6072.083906,19,0,1,138970
구로구,11530,gu,구로구,계,"200,251","205,244",68192,41158,32729,27843,6570,31349,31538,57906,69640,69788,74006,58281,31515,11056,1460,397702.7436,140201.3449,369,2.2,10,125076
신도림동,11530510,dong,구로구,신도림동,"17,785","18,610",3051,2980,3306,3264,629,3676,3557,4483,6448,6588,5232,3976,1958,688,91,41361.74746,14544.16249,35,0,2,127137
구로1동,11530520,dong,구로구,구로1동,"10,527","10,901",2270,1909,1857,1868,361,2008,2019,2974,4124,3747,3141,2534,970,346,65,21485.96933,4844.06882,13,0,0,162310
구로2동,11530530,dong,구로구,구로2동,"12,463","12,287",6282,2947,1829,1213,325,1618,1699,4046,4747,5443,7988,4984,2733,991,127,24728.29154,13623.68683,28,0,1,121898
구로3동,11530540,dong,구로구,구로3동,"12,195","11,746",7672,2275,1607,1246,292,1610,1522,4308,5560,4369,3598,2789,1553,587,62,23955.94483,51726.67517,68,2.9,2,172368
구로4동,11530550,dong,구로구,구로4동,"9,996","10,578",5195,2515,1597,1031,216,1218,1307,3158,3850,4106,5448,3767,2115,788,88,17933.68821,1845.247717,20,0,0,145626
구로5동,11530560,dong,구로구,구로5동,"14,353","15,270",7120,3020,2181,1783,405,2155,1793,5378,6183,4861,5734,4110,2116,743,92,28659.52553,13782.46705,31,0,1,101415
가리봉동,11530595,dong,구로구,가리봉동,"5,087","4,266",4088,1012,481,290,79,520,425,1664,2107,2412,4268,2285,922,379,57,9007.314476,935.1751408,14,0,0,128673
고척1동,11530720,dong,구로구,고척1동,"11,677","11,702",3059,2231,1901,1880,415,1433,2059,3470,3060,3699,4073,3526,1921,625,95,25326.08815,8189.671784,14,7.1,0,151326
고척2동,11530730,dong,구로구,고척2동,"13,716","13,957",3845,2758,2326,2099,449,1963,2354,3740,3524,4540,5069,3988,2282,852,95,28573.40394,3163.868443,23,0,0,91993
개봉1동,11530740,dong,구로구,개봉1동,"16,630","16,607",4949,3454,2591,2147,545,2112,2435,4317,4610,4930,5815,4950,2789,935,127,36408.23349,5429.947224,22,4.5,1,91468
개봉2동,11530750,dong,구로구,개봉2동,"15,605","16,341",3251,3303,2893,2385,565,2430,2426,3917,4945,4981,5060,4993,2815,864,120,30732.47327,7563.171822,12,8.3,0,118448
개봉3동,11530760,dong,구로구,개봉3동,"10,356","10,819",2687,2402,1906,1496,332,1385,1552,2727,3155,3403,3686,3466,1785,652,77,21820.00188,2003.470243,9,22.2,0,93711
오류1동,11530770,dong,구로구,오류1동,"11,072","11,537",5892,2472,1644,1219,297,1344,1292,4070,4562,3336,3280,2981,1804,660,89,18813.11781,3584.404565,24,0,0,149505
오류2동,11530780,dong,구로구,오류2동,"18,973","20,302",5875,5257,4522,4269,1205,6312,5023,6480,9306,9427,7569,6400,3781,1342,189,45533.12264,4860.46281,34,2.9,2,107969
수궁동,11530790,dong,구로구,수궁동,"11,858","12,137",2956,2623,2088,1653,455,1565,2075,3174,3459,3946,4045,3532,1971,604,86,24230.62307,3671.547673,22,0,1,95966
금천구,11545,gu,금천구,계,"117,497","114,516",52320,24765,17378,13770,3348,14517,15628,37816,38806,37046,47228,34260,17969,6290,820,239697.158,130205.6856,303,1.3,3,123501
가산동,11545510,dong,금천구,가산동,"12,173","10,013",10527,1936,1080,702,153,884,772,5913,5588,3292,4177,2601,1177,368,49,23551.91583,94781.16958,124,0.8,1,166558
독산1동,11545610,dong,금천구,독산1동,"21,879","20,525",10498,4124,3053,2592,604,3460,2422,7755,9104,6645,6912,4934,2550,915,98,43999.19021,13729.71332,45,0,1,109787
독산2동,11545620,dong,금천구,독산2동,"9,683","9,427",4142,2261,1510,1074,254,1129,1327,2905,2875,3031,4552,3144,1515,473,71,19534.07,1798.767307,15,0,0,94324
