CD,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,
서울시 전체,11,종로구,11,중구,11,용산구,11,성동구,11,광진구,11,동대문구,11,중랑구,11,성북구,11,강북구,11,도봉구,11,노원구,11,은평구,11,서대문구,11,마포구,11,양천구,11,강서구,11,구로구,11,금천구,11,영등포구,11,동작구,11,관악구,11,서초구,11,강남구,11,송파구,11,강동구
영등포동,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,1,11560535,,11560535,,11560535,,11560535,,11560535,,11560535,
여의동,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,,11560540,1,11560540,1,11560540,,11560540,,11560540,,11560540,,11560540,
당산1동,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,1,11560550,,11560550,,11560550,,11560550,,11560550,,11560550,
당산2동,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,1,11560560,,11560560,,11560560,,11560560,,11560560,,11560560,
도림동,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,1,11560585,,11560585,,11560585,,11560585,,11560585,,11560585,
문래동,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,1,11560605,,11560605,1,11560605,,11560605,,11560605,,11560605,,11560605,,11560605,
양평1동,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,1,11560610,,11560610,,11560610,,11560610,1,11560610,,11560610,,11560610,,11560610,,11560610,,11560610,
양평2동,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,1,11560620,,11560620,,11560620,,11560620,1,11560620,,11560620,,11560620,,11560620,,11560620,,11560620,
신길1동,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,1,11560630,,11560630,,11560630,,11560630,,11560630,,11560630,
신길3동,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,1,11560650,,11560650,,11560650,,11560650,,11560650,,11560650,
신길4동,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,1,11560660,,11560660,,11560660,,11560660,,11560660,,11560660,
신길5동,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,1,11560670,,11560670,,11560670,,11560670,,11560670,,11560670,
신길6동,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,,11560680,1,11560680,1,11560680,,11560680,,11560680,,11560680,,11560680,
신길7동,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,,11560690,1,11560690,1,11560690,,11560690,,11560690,,11560690,,11560690,
대림1동,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,,11560700,1,11560700,1,11560700,,11560700,,11560700,,11560700,,11560700,
대림2동,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,,11560710,1,11560710,,11560710,1,11560710,1,11560710,,11560710,,11560710,,11560710,,11560710,
대림3동,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,1,11560720,,11560720,1,11560720,,11560720,,11560720,,11560720,,11560720,,11560720,
동작구,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,,11590,2,11590,2,11590,2,11590,2,11590,,11590,,11590,
노량진1동,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,,11590510,1,11590510,1,11590510,,11590510,,11590510,,11590510,,11590510,
노량진2동,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,,11590520,1,11590520,1,11590520,,11590520,,11590520,,11590520,,11590520,
상도1동,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,,11590530,1,11590530,1,11590530,,11590530,,11590530,,11590530,
상도2동,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,,11590540,1,11590540,,11590540,,11590540,,11590540,,11590540,
상도3동,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,,11590550,1,11590550,1,11590550,,11590550,,11590550,,11590550,
상도4동,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,,11590560,1,11590560,1,11590560,,11590560,,11590560,,11590560,
흑석동,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,,11590605,1,11590605,,11590605,,11590605,,11590605,,11590605,
사당1동,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,,11590620,1,11590620,1,11590620,1,11590620,,11590620,,11590620,
사당2동,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,,11590630,1,11590630,,11590630,1,11590630,,11590630,,11590630,
사당3동,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,,11590640,1,11590640,,11590640,,11590640,,11590640,,11590640,
사당4동,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,,11590650,1,11590650,1,11590650,,11590650,,11590650,,11590650,
사당5동,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,,11590651,1,11590651,1,11590651,,11590651,,11590651,,11590651,
대방동,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,,11590660,1,11590660,1,11590660,,11590660,,11590660,,11590660,,11590660,
신대방1동,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,,11590670,1,11590670,1,11590670,1,11590670,,11590670,,11590670,,11590670,
신대방2동,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,,11590680,1,11590680,1,11590680,1,11590680,,11590680,,11590680,,11590680,
관악구,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,,11620,2,11620,2,11620,,11620,2,11620,2,11620,2,11620,,11620,,11620,
보라매동,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,,11620525,1,11620525,1,11620525,,11620525,,11620525,,11620525,
청림동,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,,11620545,1,11620545,1,11620545,,11620545,,11620545,,11620545,
성현동,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,,11620565,1,11620565,1,11620565,,11620565,,11620565,,11620565,
행운동,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,,11620575,1,11620575,1,11620575,,11620575,,11620575,,11620575,
낙성대동,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,,11620585,1,11620585,,11620585,,11620585,,11620585,
청룡동,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,,11620595,1,11620595,,11620595,,11620595,,11620595,
은천동,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,,11620605,1,11620605,1,11620605,,11620605,,11620605,,11620605,
중앙동,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,,11620615,1,11620615,,11620615,,11620615,,11620615,
인헌동,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,,11620625,1,11620625,,11620625,,11620625,,11620625,
남현동,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,,11620630,1,11620630,1,11620630,1,11620630,,11620630,,11620630,
서원동,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,,11620645,1,11620645,,11620645,,11620645,,11620645,
신원동,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,,11620655,1,11620655,,11620655,,11620655,,11620655,
서림동,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,,11620665,1,11620665,,11620665,,11620665,,11620665,
신사동,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,,11620685,1,11620685,1,11620685,,11620685,,11620685,,11620685,
신림동,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,,11620695,1,11620695,1,11620695,,11620695,,11620695,,11620695,
난향동,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,,11620715,1,11620715,,11620715,,11620715,1,11620715,,11620715,,11620715,,11620715,
조원동,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,,11620725,1,11620725,1,11620725,,11620725,1,11620725,1,11620725,,11620725,,11620725,,11620725,
대학동,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,,11620735,1,11620735,,11620735,,11620735,,11620735,
삼성동,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,,11620745,1,11620745,,11620745,,11620745,1,11620745,,11620745,,11620745,,11620745,
미성동,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,,11620765,1,11620765,,11620765,,11620765,1,11620765,,11620765,,11620765,,11620765,
난곡동,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,,11620775,1,11620775,,11620775,,11620775,,11620775,
서초구,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,,11650,2,11650,2,11650,2,11650,2,11650,,11650,
서초1동,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,,11650510,1,11650510,,11650510,,11650510,
서초2동,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,,11650520,1,11650520,1,11650520,,11650520,
서초3동,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,,11650530,1,11650530,,11650530,,11650530,
서초4동,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,,11650531,1,11650531,1,11650531,,11650531,
잠원동,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,,11650540,1,11650540,1,11650540,,11650540,
반포본동,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,,11650550,1,11650550,,11650550,1,11650550,,11650550,,11650550,
반포1동,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,,11650560,1,11650560,1,11650560,,11650560,
반포2동,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,,11650570,1,11650570,,11650570,,11650570,
반포3동,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,,11650580,1,11650580,,11650580,,11650580,
반포4동,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,,11650581,1,11650581,,11650581,,11650581,
방배본동,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,,11650590,1,11650590,,11650590,1,11650590,,11650590,,11650590,
방배1동,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,,11650600,1,11650600,,11650600,,11650600,
방배2동,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,,11650610,1,11650610,1,11650610,1,11650610,,11650610,,11650610,
방배3동,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,,11650620,1,11650620,,11650620,,11650620,
방배4동,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,,11650621,1,11650621,,11650621,1,11650621,,11650621,,11650621,
양재1동,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,,11650651,1,11650651,,11650651,,11650651,
양재2동,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,,11650652,1,11650652,,11650652,,11650652,
내곡동,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,,11650660,1,11650660,1,11650660,,11650660,
강남구,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,,11680,2,11680,2,11680,2,11680,
신사동,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,,11680510,1,11680510,1,11680510,,11680510,
논현1동,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,,11680521,1,11680521,1,11680521,,11680521,
논현2동,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,,11680531,1,11680531,,11680531,
압구정동,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,,11680545,1,11680545,,11680545,
청담동,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,,11680565,1,11680565,,11680565,
삼성1동,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,,11680580,1,11680580,1,11680580,
삼성2동,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,,11680590,1,11680590,,11680590,
대치1동,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,,11680600,1,11680600,,11680600,
대치2동,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,,11680610,1,11680610,1,11680610,
대치4동,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,,11680630,1,11680630,,11680630,
역삼1동,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,,11680640,1,11680640,1,11680640,,11680640,
역삼2동,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,,11680650,1,11680650,,11680650,
도곡1동,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,,11680655,1,11680655,1,11680655,,11680655,
도곡2동,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,,11680656,1,11680656,1,11680656,,11680656,
개포1동,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,,11680660,1,11680660,1,11680660,,11680660,
개포2동,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,,11680670,1,11680670,,11680670,
개포4동,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,,11680690,1,11680690,1,11680690,,11680690,
세곡동,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,,11680700,1,11680700,1,11680700,1,11680700,
일원본동,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,,11680720,1,11680720,1,11680720,,11680720,
일원1동,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,,11680730,1,11680730,1,11680730,
일원2동,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,,11680740,1,11680740,1,11680740,
수서동,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,,11680750,1,11680750,1,11680750,
송파구,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,,11710,2,11710,2,11710,2
풍납1동,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,,11710510,1,11710510,1
풍납2동,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,,11710520,1,11710520,1
거여1동,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,,11710531,1,11710531,
거여2동,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,,11710532,1,11710532,
마천1동,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,,11710540,1,11710540,
마천2동,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,,11710550,1,11710550,
방이1동,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,,11710561,1,11710561,
