이름,코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,90-99세주거,1인가구,2인가구,3인가구,4인가구,편의점수,지하철역수,직장인구,거주인구,폐업률,매출
신사1동,11380631,93935,1883,2384,3967,4431,4591,4575,3391,2127,670,88,3432,2662,2432,2085,20,1,2100.26011,28163.27422,10,76134577
신사2동,11380632,75108,1453,2065,3027,3272,3622,3756,2845,1567,572,96,2937,2108,1835,1651,12,1,1718.89336,20624.81678,0,48263820
증산동,11380640,63743,1041,1389,2204,2275,2659,2857,2259,1400,468,71,2381,1646,1294,1203,16,1,2031.261094,14936.87105,0,62634102
수색동,11380650,73809,647,924,1656,1705,1815,2252,1830,1059,407,58,1895,1260,973,851,1,1,1551.96562,12586.69487,0,45243343
진관동,11380690,131409,5769,7211,6564,7475,11336,7821,5454,3155,1206,192,5079,3786,4051,5094,32,1,4423.773426,50124.72128,3.1,38880534
천연동,11410520,99609,1585,1733,2412,2822,3325,3075,2059,1512,651,92,3331,1680,1548,1399,10,0,1759.56003,20932.27233,0,54699441
북아현동,11410555,188282,1512,1234,2822,3227,2872,2942,1649,1078,407,56,2790,1683,1483,1295,8,0,1294.623609,17213.80984,0,42321069
충현동,11410565,108396,893,1419,2984,2723,2912,3250,2225,1416,626,129,4313,1677,1258,1146,27,2,24784.95062,17823.18406,7.4,74505272
신촌동,11410585,217905,1038,1286,10124,3747,2199,2058,1420,1039,427,78,8497,1480,849,669,82,2,21489.95124,19349.98639,2.4,77828048
연희동,11410615,105565,2076,3171,8288,6455,6117,5803,4126,3048,1196,163,9375,3508,2620,2213,37,0,9058.184075,38351.24891,2.7,83372158
홍제1동,11410620,119428,1589,2057,3010,3356,3957,3780,2899,1947,722,101,3136,2246,1886,1672,14,0,1497.008235,18942.59484,0,63044336
홍제3동,11410640,104529,910,1422,2253,2090,2668,2866,2249,1617,640,87,2582,1636,1365,1156,11,1,1170.506314,11892.49232,9.1,91872039
홍제2동,11410655,121252,1009,1279,1979,2013,2376,2698,1783,1228,456,74,1632,1419,1271,1169,4,1,1667.141575,21891.65281,0,75391002
홍은1동,11410660,102028,1508,2245,3300,3026,3911,4240,3089,2031,817,114,3225,2156,1953,1829,10,0,1449.510183,22879.86591,0,62340083
홍은2동,11410685,107582,1736,2729,4514,4017,4903,4946,3494,2366,909,126,4687,2800,2326,2051,20,0,3519.52072,28977.25327,0,53458376
남가좌1동,11410690,202508,2443,1432,2008,2919,3206,2273,1634,978,350,45,1426,1162,1491,1489,8,1,1418.171692,18401.51414,0,60666779
남가좌2동,11410700,84515,1486,1981,3707,3168,3637,3666,2627,1855,714,134,4202,2185,1719,1516,21,0,1564.21153,21739.50771,0,38899856
북가좌1동,11410710,134330,1758,2017,2396,2909,3548,3016,2051,1334,475,72,1489,1597,1704,1707,10,0,1733.801035,17136.67832,10,75127729
북가좌2동,11410720,111716,2144,2967,4974,4950,5694,5807,4230,2751,930,102,5257,3453,2850,2428,32,0,2763.538096,36633.01951,3.1,55114688
아현동,11440555,206701,2706,1787,3445,5459,4134,4015,2338,1296,566,85,3214,2270,2350,2001,22,1,19188.44075,23405.49822,4.5,63541429
공덕동,11440565,103366,2585,2841,6551,7048,6551,6836,4281,2739,1086,143,7859,3929,3199,2701,30,1,12380.08144,43062.82814,6.7,48559722
도화동,11440585,172000,1719,1848,3182,4002,3701,3606,2488,1580,771,109,3524,2042,1823,1689,22,0,11182.76905,16172.83293,0,67191914
용강동,11440590,139479,2429,2018,2599,4102,4458,3108,1974,1283,570,64,3079,1926,1898,1716,29,1,17095.48017,18438.90737,3.4,47644461
대흥동,11440600,131515,490,852,4028,2115,1901,1839,1213,890,365,62,4664,1187,657,521,41,3,6079.034474,12278.61929,4.9,72922446
염리동,11440610,120056,654,959,2163,1593,1862,1656,1102,837,317,36,2349,1026,754,623,9,1,6191.800962,9346.380373,0,49842795
신수동,11440630,132489,1656,1974,3330,3609,3852,3187,2108,1409,575,88,3487,1851,1760,1607,17,0,3665.764715,18071.18779,0,71459455
서강동,11440655,155007,2033,2015,5021,4686,4345,3679,2160,1338,568,72,5036,2208,1968,1800,41,2,7463.228526,19282.75528,7.3,71504625
서교동,11440660,174220,1145,1527,6072,5748,4057,3148,2196,1577,675,88,8332,2452,1515,1198,132,2,49629.41866,24784.05093,6.1,90178696
합정동,11440680,137632,1487,1155,3736,4307,2823,2596,1866,1223,461,53,4836,2131,1303,1026,29,1,10544.78331,17663.23166,3.4,78262960
망원1동,11440690,143486,1277,1571,3484,4173,3555,3156,2305,1534,553,59,4769,2280,1501,1287,25,0,2967.536288,21541.32457,0,64886048
망원2동,11440700,105055,1477,1882,2738,3331,3568,2814,2110,1346,451,68,2799,1873,1531,1535,18,0,1452.929695,10846.28912,0,53377675
연남동,11440710,124463,851,1056,3588,3672,2674,2323,1789,1144,484,73,4704,1834,1109,834,26,0,4958.193915,16554.24349,3.8,57812942
성산1동,11440720,112213,1241,1706,3206,3808,3731,2865,2085,1361,445,57,4030,1989,1566,1253,31,0,8334.862152,18541.23553,3.2,43071951
성산2동,11440730,141841,3193,4061,6273,6952,7384,5601,3988,2790,935,138,6940,3682,3242,3082,30,2,9830.540911,42154.35756,10,62391219
상암동,11440740,179654,3547,4503,4137,4844,7011,4320,2782,1686,672,102,3888,2395,2518,2807,53,1,39593.38363,36234.97703,1.9,73776171
목1동,11470510,152416,3132,5388,3758,3811,7379,4860,2550,1176,437,77,1582,1674,2791,3582,36,2,12857.30911,25919.05831,5.6,67452083
목2동,11470520,106250,2135,2999,5134,5846,4958,5217,3313,1520,590,94,4160,2767,2622,2495,25,1,2615.584924,31353.74449,4,41716898
목3동,11470530,130152,1496,1764,3567,4050,3350,3720,2494,1221,512,65,3263,2110,1902,1591,17,1,2390.137204,21843.30881,0,63108875
목4동,11470540,102755,1756,3954,4158,3272,5309,4732,2376,1302,483,67,2715,1862,2070,2629,21,0,2093.000329,26427.20999,4.8,33278909
목5동,11470550,188222,3724,7869,5111,4449,9678,6778,3574,1438,738,142,1612,1987,3550,5233,19,0,5508.924257,38262.14315,5.3,95751179
신월1동,11470560,92224,1361,1655,2964,3333,3650,4317,3214,1619,471,77,4129,2295,1821,1422,16,0,2751.055702,22513.16931,0,64933586
신월2동,11470570,76263,1810,2016,2922,3677,3601,3719,3215,1457,473,76,2342,1986,1947,1722,9,0,2161.591081,22417.35456,0,38059445
신월3동,11470580,87821,1153,1431,2389,2396,2732,3300,2296,1217,404,47,3811,1796,1284,963,11,0,2475.255385,15668.21725,0,70632101
신월4동,11470590,127282,1897,1854,2298,3062,3186,3146,2481,1208,399,53,1404,1576,1671,1661,15,0,2232.723128,21258.97445,6.7,50342883
신월5동,11470600,70434,1269,1431,2307,2460,2544,2711,1864,968,309,39,2030,1419,1331,1200,16,0,3578.128374,20059.40428,6.3,43557685
신월6동,11470610,80162,463,756,870,897,1131,1249,929,468,140,21,695,566,554,586,6,0,1148.304338,6405.736947,0,43407520
신월7동,11470611,77072,1506,1887,2963,3348,3530,3979,3177,1680,680,80,2803,2449,2037,1621,13,1,3031.039479,21732.62087,0,45306961
신정1동,11470620,122610,1913,3266,2683,2452,4320,3534,2002,1022,415,87,1399,1210,1640,2359,10,0,2622.045719,20749.70941,0,75428266
신정2동,11470630,110392,1404,3236,2925,2047,4183,3790,1982,1023,423,55,1546,1230,1509,2284,12,0,1652.641433,18305.77867,8.3,37337906
신정3동,11470640,132155,4526,5978,6093,6863,9253,8065,5258,2754,1001,143,4228,3882,3986,4403,19,1,6279.657997,47220.56552,5.3,61025285
신정4동,11470650,109967,2337,2750,5469,6272,5838,6066,4482,2384,667,95,6273,3515,2917,2338,48,1,7984.466172,35949.86381,4.2,44326945
신정6동,11470670,215697,2141,3983,3467,2920,5130,4317,2266,861,415,74,983,1362,2232,2927,12,0,5696.494597,24436.39236,0,61517015
신정7동,11470680,136951,1976,3742,4078,3488,5451,5536,3460,1817,812,125,2697,2413,2595,2834,11,0,2116.235124,32030.13341,9.1,70766365
염창동,11500510,120022,4366,4779,5411,7031,7891,5973,3601,1558,549,78,3033,2729,3573,4134,25,1,10879.41015,36249.00023,8,94534858
등촌1동,11500520,96292,1573,1612,4560,5481,3384,3189,1948,1046,585,115,5893,2088,1702,1526,31,1,26931.08153,20370.92299,0,77676754
등촌2동,11500530,83520,1596,1945,3485,3944,3259,3725,2678,1141,384,63,2339,1961,1887,1796,11,0,2421.353649,22371.20219,0,59102792
등촌3동,11500535,153408,1955,2872,4889,5005,4684,6143,4446,2293,1301,235,5153,3849,2856,2270,29,0,13888.92118,24138.49164,0,65367007
화곡1동,11500540,88548,3613,3060,8894,11990,7911,8378,6625,3391,919,133,11175,5827,4448,3040,60,1,4635.505508,50319.37314,1.7,79815032
화곡2동,11500550,74873,1689,1730,2653,3750,3568,2968,2322,1192,293,46,2679,1965,1710,1385,12,0,1660.238433,20457.72386,0,26794756
화곡3동,11500560,111778,1541,1851,3357,3572,3339,3742,3175,1577,477,74,2908,2045,1922,1641,13,0,2435.278784,22269.64523,0,65083674
화곡4동,11500570,120581,1570,1684,3180,4133,3630,3829,2994,1474,492,60,3493,2371,1974,1503,16,0,1847.608558,21500.66787,0,65061840
화곡본동,11500590,113590,3005,2880,5403,7265,6146,5186,3838,1945,615,96,6224,3618,2980,2349,25,0,2588.034357,39543.57777,0,56136461
화곡6동,11500591,110257,1616,1920,3888,4311,3853,4222,3191,1412,509,68,4358,2303,1987,1729,36,0,10727.76197,26334.43648,0,55462279
화곡8동,11500593,152370,1885,1954,3862,5152,4327,4142,3447,1819,479,69,4115,2920,2241,1770,15,1,1668.84106,24868.16124,0,52992063
가양1동,11500603,239840,2118,2228,7845,7846,4679,4421,2600,1121,421,80,10749,2485,2069,2004,87,2,21145.74866,30737.42143,5.7,47943923
가양2동,11500604,158938,631,639,2308,2825,1650,2938,2905,1426,680,123,3752,2167,1248,727,5,1,2224.939587,16093.19467,0,2.44E+08
가양3동,11500605,92691,942,857,2137,3256,2086,2704,2469,1400,572,80,2846,2368,1466,801,3,0,8165.961096,23449.75362,0,38690104
발산1동,11500611,107256,4306,5322,4678,5372,7704,5629,3423,1865,668,99,2436,2833,3156,3772,24,0,7282.066638,37786.70235,4.2,46830484
우장산동,11500615,126287,4575,5730,5637,6911,9098,6747,4769,2255,635,111,3749,3105,3806,4600,30,1,4972.710982,48835.0668,3.3,66505203
공항동,11500620,103373,2967,1860,4014,5738,4433,4359,3033,1639,561,81,5217,2602,2205,1887,44,4,41786.23725,29896.85426,0,66673375
방화1동,11500630,119026,5242,4321,5782,7657,7977,6886,5118,2555,897,147,4590,3667,3640,4000,36,2,7561.274804,33689.01277,2.8,80479599
방화2동,11500640,75611,1462,1750,3683,3909,3593,4002,3389,1999,739,89,5134,2527,1818,1407,27,2,4544.752806,27805.36216,3.7,34351188
방화3동,11500641,135092,1755,1765,3141,4261,3787,4113,3518,1921,823,135,4337,2772,2118,1522,19,1,4010.895576,30264.69121,0,39912508
신도림동,11530510,121697,4048,3658,4721,6870,6684,5367,3853,1742,592,91,2755,2820,3325,3447,31,2,10402.61056,38826.62925,3.2,77388531
구로1동,11530520,127816,2268,2185,2801,4226,3829,3252,2240,885,323,64,1666,1710,1876,2083,11,0,2403.243202,21953.21019,9.1,26746919
구로2동,11530530,113861,1851,2005,4279,5237,6565,8287,4546,2656,798,89,6030,2901,1949,1502,25,1,26592.04228,25369.99047,0,61497659
구로3동,11530540,171524,1913,1613,4839,6295,4483,3640,2619,1393,483,41,7805,2185,1694,1427,71,2,78091.54254,24649.99095,2.8,73845419
구로4동,11530550,126113,1537,1523,3286,4521,4620,5748,3437,1979,637,77,4831,2523,1733,1225,18,0,2281.133004,18773.83573,0,68968475
구로5동,11530560,86362,2536,2040,5444,6705,5356,5943,3642,1962,620,75,6490,2808,2340,1997,31,1,19241.05948,29251.35186,0,79571562
가리봉동,11530595,76350,618,533,1547,2268,3154,4813,2135,917,352,46,3796,1048,559,368,17,0,1492.239345,9573.037708,5.9,66118298
고척1동,11530720,101807,1728,2326,3449,3394,4023,4190,3226,1724,552,70,2760,2092,2025,2031,12,0,6598.553628,24873.74242,8.3,1.24E+08
고척2동,11530730,69820,2334,2703,3968,4131,5065,5206,3633,2058,710,74,3593,2600,2437,2333,23,0,2004.957014,29295.71158,4.3,35462568
개봉1동,11530740,93218,2547,2851,4522,5115,5576,6115,4702,2569,786,96,4655,3285,2740,2479,21,1,3449.507985,37249.30339,4.8,52201673
개봉2동,11530750,99193,2907,2699,4079,5643,5174,5352,4772,2484,718,104,3159,3093,2949,2643,11,0,1378.294288,31463.29879,0,73556473
개봉3동,11530760,79498,1640,1784,2857,3542,3562,3619,3014,1558,515,66,2464,2132,1973,1624,11,0,4790.01782,21990.44781,0,54569392
오류1동,11530770,97961,1452,1388,3665,4488,3245,3314,2811,1621,523,57,4707,2286,1648,1298,27,0,2450.511222,18380.92006,0,1.03E+08
오류2동,11530780,108371,4968,4204,5386,6914,7574,6536,5144,3036,1024,155,4345,3858,3389,3637,25,2,4838.074191,46281.54222,4,55056094
수궁동,11530790,73171,2050,2319,3340,3926,4295,4154,3303,1751,512,61,2603,2392,2181,1946,23,1,4157.970542,24957.77055,0,60316783
가산동,11545510,108401,1071,874,5121,5134,3535,4411,2295,1034,299,49,8664,1686,1141,824,104,1,151824.2801,22225.33187,3.8,77413002
독산1동,11545610,101676,3074,2342,6482,7780,6053,6559,4045,2301,715,85,8068,3286,2707,2461,33,1,18419.18505,38644.06779,3,66525245
독산2동,11545620,77147,1313,1612,3096,3152,3663,4869,2854,1368,387,69,3888,2134,1663,1318,14,0,1668.057553,20554.61154,7.1,46873366
독산3동,11545630,90960,1686,1869,4014,4586,5166,7030,3913,1848,545,83,5392,2701,2003,1578,17,0,4518.127082,23919.77161,5.9,78972911
독산4동,11545640,79178,1082,1337,2531,2645,3235,4172,2424,1210,308,43,3215,1700,1348,1048,13,0,1734.809406,16241.2876,15.4,55599357
시흥1동,11545670,108348,2596,2816,4817,5750,6067,7053,4582,2577,812,127,5966,3404,2776,2409,39,1,11790.19126,40860.05446,5.1,55035845
시흥2동,11545680,154199,1934,2431,2859,2933,4065,4037,2890,1712,585,88,1939,2015,1895,2007,3,0,1470.811674,24713.08166,0,76434633
시흥3동,11545690,106961,747,853,1601,1697,1760,2209,1737,953,287,42,1389,1208,1010,838,9,0,7116.107547,9183.685145,0,58452970
시흥4동,11545700,92996,1515,1899,3120,3162,3635,4452,3060,1629,511,63,3018,2166,1844,1616,11,0,929.8488129,23670.32695,9.1,98887392
시흥5동,11545710,106072,1217,1783,2765,2712,3535,4034,2911,1883,654,74,3713,2212,1660,1342,12,0,1944.94658,18460.23449,0,76507807
영등포본동,11560515,130543,1894,1684,3179,4093,4225,5017,3196,1670,601,94,4272,2003,1804,1584,23,1,3144.931281,28491.79574,13,62285094
영등포동,11560535,128215,1284,1029,5204,5804,3475,3755,2784,1430,501,71,10924,2025,1257,1062,72,1,21997.0485,22153.81429,1.4,53931990
여의동,11560540,187993,3142,2952,4023,5326,5509,5076,3810,2628,1163,167,3352,2800,2978,2782,96,4,356983.4375,40802.61821,4.2,80805968
당산1동,11560550,98777,1388,1232,3394,4357,3214,3218,2558,1375,511,74,4962,2044,1560,1213,33,1,18402.17725,20879.91512,6.1,72642598
당산2동,11560560,143401,2857,2388,7198,7866,5061,4774,3348,1778,751,103,8178,2846,2650,2504,40,1,30314.95392,35565.09213,7.5,66802973
도림동,11560585,79065,1444,1222,2999,4142,3729,4292,2473,1461,532,74,4311,2050,1455,1108,13,0,3418.590468,30801.96208,0,54897711
문래동,11560605,114516,3485,2958,3639,6210,5661,4084,3367,1869,714,119,3461,2610,2786,2708,40,1,35271.12556,27295.20414,2.5,88865044
양평1동,11560610,72461,1456,1151,2585,4201,2831,2245,1712,1086,410,65,3832,1811,1393,1039,20,1,19650.84012,17476.07159,5,55036596
양평2동,11560620,110113,1911,1911,3776,4987,3756,3165,1965,1070,403,61,3829,1984,1790,1740,39,1,40479.13266,25975.75193,7.7,29682852
신길1동,11560630,87032,886,1164,3129,3269,3176,3561,2364,1499,558,76,5439,1782,1161,868,18,1,3268.483103,14929.64873,5.6,55755560
신길3동,11560650,111927,1212,1315,2237,2522,2942,3424,2310,1253,450,54,2740,1446,1284,1175,10,0,1615.017587,16073.75547,10,49757752
신길4동,11560660,103159,508,753,1436,1334,1733,2249,1462,823,303,39,1838,962,752,606,6,0,1315.701384,11073.91761,16.7,73570577
신길5동,11560670,77926,671,882,1427,1655,2120,2692,1677,866,287,39,1931,1019,802,633,7,0,1227.841015,10021.71004,0,23904630
신길6동,11560680,134704,1323,1395,2958,3250,3097,3576,2462,1346,492,75,3322,1776,1465,1244,12,1,2817.553124,18329.68691,0,1.04E+08
신길7동,11560690,101418,1669,1691,2522,2945,3042,2642,1635,868,327,40,1914,1286,1330,1572,13,1,2929.144838,17003.77118,0,52407517
대림1동,11560700,85886,910,1108,2187,2381,2922,3690,2179,1270,389,54,2899,1388,1027,813,17,0,2691.756687,13417.08156,0,59051022
대림2동,11560710,118731,1207,990,2241,3523,4036,5806,2625,1373,426,44,3167,1523,918,664,19,0,2127.259593,12323.17078,0,77244429
대림3동,11560720,80087,1890,1993,3730,4721,4938,6391,3599,1831,590,55,3874,2396,1998,1815,29,1,8140.020474,24567.56242,0,93676970
노량진1동,11590510,163272,2276,2304,5575,5443,4686,5039,3878,2394,963,138,6149,3016,2525,2177,42,2,3613.256607,26915.8994,0,69664467
노량진2동,11590520,115939,500,793,2464,2215,2023,2808,1967,1191,432,57,3890,1422,971,665,22,0,5466.50299,15079.08266,4.5,59273848
상도1동,11590530,116809,3707,3710,10702,7646,7147,6353,4864,2909,1128,165,9107,3843,3677,3340,47,2,4941.527894,47220.73062,2.1,85563504
상도2동,11590540,108435,2348,2023,4233,4873,4426,3963,2978,1805,684,120,4655,2416,2104,2020,22,1,3548.190281,32930.25256,9.1,45364900
상도3동,11590550,172873,1700,1915,4189,4689,4046,4090,2952,1949,628,98,4585,2553,2103,1655,12,0,1274.45075,23367.64779,0,49104746
상도4동,11590560,80353,2136,2223,4524,5346,4778,4775,3485,2081,785,78,4766,2963,2469,2096,14,0,1440.340298,23319.41822,0,45993057
흑석동,11590605,138201,2175,2297,6498,4562,4570,4693,3477,2300,950,150,5127,2583,2372,2148,27,1,4828.393828,23928.53247,0,75952356
사당1동,11590620,107548,1125,1097,5111,5030,3147,3617,2858,1562,402,56,6671,2514,1657,1210,30,0,6636.233114,28972.57807,10,55843880
사당2동,11590630,180474,2160,1819,3981,5083,4377,4507,3696,2198,709,115,3975,2777,2395,1980,23,2,3524.948424,25104.48884,0,41502331
사당3동,11590640,130842,2216,1818,3714,4445,4005,4065,3260,1888,551,88,3334,2292,2111,2005,13,0,2653.366428,25020.52829,7.7,39112200
사당4동,11590650,151939,897,879,2584,2773,2212,2299,1826,1144,298,65,2776,1509,1159,988,10,1,900.6096672,12836.77204,0,39239063
사당5동,11590651,92915,1031,972,2059,2365,2121,1978,1483,871,312,33,2171,1188,1085,955,6,0,833.2220163,10961.67157,0,56112305
대방동,11590660,115822,2791,4778,6509,6010,7454,5814,3872,2349,935,110,6368,3146,2892,3352,36,2,9513.9634,39126.91693,8.3,54508653
신대방1동,11590670,115816,2057,2836,3427,3944,5147,4879,2915,1551,558,89,3449,1939,1819,2063,9,1,2752.95494,22134.87915,0,65767452
신대방2동,11590680,110308,1809,1931,3259,3661,3570,2897,2029,1367,444,55,3721,1650,1534,1523,31,0,19060.01439,21558.91361,0,66951518
보라매동,11620525,100775,1654,1785,4618,4811,3890,3934,3225,1912,581,80,5178,2598,1949,1604,16,0,5375.123845,24586.60454,6.3,41224993
청림동,11620545,75945,1639,1273,2059,2986,2725,2398,1823,1198,445,56,1947,1548,1472,1276,7,0,663.5495976,17267.01327,0,1.09E+08
성현동,11620565,120950,2561,3461,4151,4754,5981,5060,3866,2549,806,114,3791,2998,2665,2694,11,0,1651.061995,32365.31177,0,69902591
행운동,11620575,115005,1526,1598,7346,6351,3989,3890,3180,1930,552,74,9856,2863,1887,1508,35,0,3774.202582,29115.4162,2.9,50959433
낙성대동,11620585,122840,986,995,5443,3876,2289,1793,1398,926,299,38,7147,1496,912,733,23,0,12115.87824,15927.9638,0,69252094
청룡동,11620595,163423,1197,1632,8646,5690,3750,3664,2931,1766,474,63,12209,2452,1403,1205,43,1,7671.665244,28114.18609,7,54935888
은천동,11620605,144398,2829,2831,5295,6273,5832,5328,4185,2582,739,91,5990,3396,2723,2538,24,0,3760.622395,37275.49206,0,61942120
중앙동,11620615,117149,547,795,4077,3031,1968,2131,1660,1078,332,39,5486,1527,883,700,20,1,2045.511196,15416.26854,5,70954996
인헌동,11620625,148282,1599,1886,5703,5482,4096,3723,2763,1729,520,74,7209,2635,1915,1592,21,1,3764.92205,41380.66305,0,66230322
남현동,11620630,117371,1281,1014,3911,4063,2561,2703,2031,1164,312,54,4355,1851,1395,1134,22,0,3330.717975,14608.80652,0,76561075
서원동,11620645,162127,953,1094,6040,4983,3131,3320,2414,1524,389,48,7870,2389,1470,1016,27,0,4236.645973,23215.08036,0,95251328
신원동,11620655,138271,894,1093,4269,3715,2842,3055,2265,1491,410,68,5558,2138,1258,927,10,0,977.5730041,18796.24487,10,77780158
서림동,11620665,81403,1104,1336,6157,5080,3418,3280,2607,1527,442,64,8972,2155,1486,1117,22,0,1614.738324,24573.06967,4.5,60213807
신사동,11620685,106746,1296,1514,5317,4854,4107,4569,2695,1520,457,55,7384,2290,1554,1132,27,0,2190.532317,24213.52437,3.7,60928554
신림동,11620695,157066,534,611,7737,5699,2507,1985,1469,896,260,36,12308,1972,719,431,44,1,2786.871684,22212.00553,4.5,76886596
난향동,11620715,130053,1514,1630,1808,2347,3290,2556,2005,1157,369,61,1809,1453,1381,1371,4,0,1398.756012,16891.80861,0,72696272
조원동,11620725,85133,998,1032,3810,3838,2966,3510,2237,1197,389,59,6023,1784,1080,890,23,0,3983.640044,18252.87441,8.7,50428307
대학동,11620735,114378,935,1181,7178,4992,3709,3108,2083,1225,410,41,11348,1765,1186,939,43,0,2338.20552,24271.67893,4.7,44896461
삼성동,11620745,96875,1270,2079,3365,3316,4184,4852,3928,2552,883,127,4447,2668,2052,1753,7,0,1160.786838,26703.22896,0,60162095
미성동,11620765,90335,2197,2768,5081,5161,5357,5605,4439,2275,621,82,5202,3092,2645,2381,21,0,3216.571976,32533.29891,9.5,45006796
난곡동,11620775,132216,1781,2360,4330,4214,4700,5468,3781,2342,696,94,4813,3028,2419,1944,21,0,1108.262903,28445.41451,9.5,39418135
서초1동,11650510,125777,1720,1936,3066,3939,3864,2927,2313,1160,407,95,3678,1708,1569,1567,35,1,40616.30555,21572.92096,8.6,72176627
서초2동,11650520,193137,1490,1734,2585,3634,3272,2312,1663,877,284,58,3243,1399,1343,1361,44,1,58455.77873,17651.7838,4.5,85166789
서초3동,11650530,136069,1845,2832,4942,4877,4980,4885,3425,1962,640,116,4975,2493,2275,2182,86,0,73209.98159,28521.94918,3.5,65642910
서초4동,11650531,126006,3189,4286,3683,4193,6530,4362,2962,1688,566,96,2135,1859,2528,3362,37,0,26284.2643,29667.61444,2.7,96330336
잠원동,11650540,135606,2953,4080,4433,5757,7108,5081,3107,1574,622,136,4573,2616,2934,3047,37,1,19334.04026,32464.97236,2.7,84470324
반포본동,11650550,154215,734,2259,1427,990,2904,1876,1114,959,291,32,731,814,984,1348,7,1,1017.271255,8472.06799,0,35341248
반포1동,11650560,189338,2692,2930,4118,5375,5814,3518,2470,1189,364,93,6080,1933,1952,2184,28,2,8357.411781,28069.5898,7.1,72505271
반포2동,11650570,303013,2697,3627,2452,2895,5244,3102,2102,1348,369,85,1159,1394,1911,2468,9,1,2271.730058,25130.67844,0,1.25E+08
반포3동,11650580,142847,1765,2716,2109,2511,4171,2668,1723,959,390,71,1291,1260,1666,1939,8,0,8023.061714,18380.78995,0,24696334
반포4동,11650581,265483,1963,2325,2494,3220,3816,2843,2193,1051,385,76,1846,1508,1730,1716,42,1,32776.77692,19529.12596,0,1.75E+08
방배본동,11650590,118396,1683,2941,2742,2757,4275,3237,2041,1185,555,89,2067,1468,1686,1947,24,0,7703.586394,21427.81872,12.5,37903682
방배1동,11650600,135583,1231,1458,2641,3253,2890,2442,1894,1154,361,66,2791,1694,1392,1230,17,0,11163.09687,17360.87903,5.9,78185832
방배2동,11650610,142822,1642,2163,3993,4203,4005,4276,3441,1949,515,99,3728,2484,2102,1933,27,1,13628.66345,26434.26889,0,40369486
방배3동,11650620,88406,1432,2165,3176,3114,3487,3774,2968,1507,477,121,2307,1798,1824,1883,17,0,9806.555616,21841.10494,0,71590642
방배4동,11650621,118764,1933,3010,3578,4150,4765,3741,2420,1618,529,77,3402,2064,1948,2111,25,0,12697.00554,26036.71549,0,52920947
양재1동,11650651,146052,5424,4174,5790,8318,8044,6473,5158,2585,918,175,5826,3891,3452,3622,50,1,37080.0561,46956.43952,0,61421578
양재2동,11650652,87157,1849,1788,3619,5078,4174,3476,2374,1176,350,68,4927,2277,1672,1527,53,1,121874.6822,23871.54956,0,49656431
내곡동,11650660,135860,2553,1218,2074,3449,2869,2524,2297,1304,458,58,1950,1708,1574,1422,12,1,6250.259463,17838.52121,0,24869447
신사동,11680510,190766,1163,1830,2555,2820,3315,2445,1803,1363,495,78,2926,1554,1302,1311,50,1,34695.81932,19189.49633,6,63490563
논현1동,11680521,158358,915,1060,4827,6395,3929,2945,2278,1232,403,77,9104,2400,1326,895,83,2,42061.79321,23291.04035,3.6,80451883
논현2동,11680531,141326,1410,1431,3618,5068,3876,2881,2301,1332,419,82,5824,2121,1616,1249,78,2,66064.14793,22116.6326,2.6,66614871
압구정동,11680545,179640,2537,2997,3340,3979,5260,3746,3143,2202,761,142,2935,2288,2434,2341,56,0,34873.81518,28006.23575,5.4,36710837
청담동,11680565,159986,2483,2748,4312,5125,5318,4452,3162,1756,557,122,4302,2334,2394,2333,60,1,43973.52798,28708.93153,0,78701016
삼성1동,11680580,159989,1093,1510,2212,2473,2552,2401,1700,929,249,63,1890,1166,1149,1218,57,3,93347.19183,14725.24757,3.5,77699116
삼성2동,11680590,183569,2628,3405,3925,5571,6379,3712,2385,1505,409,71,5544,2189,2261,2338,55,4,58201.90556,29418.45025,5.5,79898284
대치1동,11680600,220376,2049,5601,2774,1918,6253,3653,1855,935,295,52,566,904,1923,3169,23,0,3779.438802,25094.00436,8.7,45025997
대치2동,11680610,171168,2096,6968,6048,3891,8088,7388,4035,1863,567,123,2450,2096,3252,4629,50,2,62331.60052,39999.51074,2,55891642
대치4동,11680630,172127,852,2737,3656,3688,4432,3072,1484,921,249,29,5144,1658,1392,1489,66,0,27739.78643,21189.26713,6.1,70854879
역삼1동,11680640,160658,1319,1577,7640,10635,5819,4270,2946,1620,450,80,15817,3369,1797,1231,191,2,187346.533,35210.43032,3.1,82172086
역삼2동,11680650,166016,3296,5280,4589,5899,8444,4426,2542,1593,476,85,5802,2250,2777,3227,56,0,49498.10693,37031.53173,5.4,80665610
도곡1동,11680655,181810,1951,2444,3407,3579,3973,3543,2397,1116,392,77,2478,1509,1810,2118,28,1,13865.33841,22566.33197,3.6,70970328
도곡2동,11680656,164714,2998,4937,4395,4219,6753,5368,3502,1790,602,131,2284,2278,2959,3553,24,2,29740.23328,29900.34622,4.2,52267047
개포1동,11680660,86971,632,1167,2020,1609,1809,2500,2128,924,283,67,1631,1156,997,1107,2,0,1879.397129,17205.61969,0,0
개포2동,11680670,114487,823,1859,2013,1546,2384,2618,1768,677,248,44,1146,863,1104,1487,12,3,2215.170928,11782.4832,8.3,31478843
